protein_id,refseq_product
WP_044520281.1,sulfite exporter TauE/SafE family protein
WP_044520284.1,heavy metal translocating P-type ATPase
WP_044520323.1,hypothetical protein
WP_044520324.1,hypothetical protein
WP_044520325.1,hypothetical protein
WP_044520328.1,hypothetical protein
WP_044520329.1,type IV secretion system protein
WP_044520330.1,hypothetical protein
WP_044520331.1,hypothetical protein
WP_044520332.1,hypothetical protein
WP_044520334.1,hypothetical protein
WP_044520336.1,NB-ARC domain-containing protein
WP_044520337.1,hypothetical protein
WP_044520342.1,class I SAM-dependent methyltransferase
WP_044520365.1,NblA/ycf18 family protein
WP_044520366.1,hypothetical protein
WP_044520378.1,hypothetical protein
WP_044520386.1,HNH endonuclease
WP_044520387.1,hypothetical protein
WP_044520390.1,hypothetical protein
WP_044520402.1,group II intron reverse transcriptase/maturase
WP_044520409.1,hypothetical protein
WP_044520416.1,hypothetical protein
WP_044520434.1,VapE domain-containing protein
WP_044520462.1,hypothetical protein
WP_044520465.1,YiaA/YiaB family inner membrane protein
WP_044520472.1,LOG family protein
WP_044520475.1,hypothetical protein
WP_044520477.1,rod shape-determining protein MreD
WP_044520478.1,rod shape-determining protein
WP_044520479.1,SIMPL domain-containing protein
WP_044520484.1,hypothetical protein
WP_044520486.1,hypothetical protein
WP_044520496.1,2'-O-glycosyltransferase CruG
WP_044520502.1,FHA domain-containing protein
WP_044520504.1,hypothetical protein
WP_044520508.1,malto-oligosyltrehalose trehalohydrolase
WP_044520512.1,TrmH family RNA methyltransferase
WP_044520514.1,hypothetical protein
WP_044520516.1,murein biosynthesis integral membrane protein MurJ
WP_044520517.1,mannose-1-phosphate guanylyltransferase
WP_044520518.1,ABC transporter ATP-binding protein
WP_044520520.1,alpha/beta fold hydrolase
WP_044520521.1,lysylphosphatidylglycerol synthase transmembrane domain-containing protein
WP_044520524.1,PD-(D/E)XK nuclease superfamily protein
WP_044520538.1,YdcF family protein
WP_044520539.1,tocopherol cyclase family protein
WP_044520540.1,J domain-containing protein
WP_044520543.1,cytochrome c6 PetJ
WP_044520549.1,AAA family ATPase
WP_044520553.1,anthranilate synthase component II
WP_044520562.1,aldo/keto reductase
WP_044520583.1,bifunctional serine/threonine-protein kinase/ABC transporter substrate-binding protein
WP_044520584.1,MerR family transcriptional regulator
WP_044520585.1,homoserine kinase
WP_044520586.1,NAD(P)H-quinone oxidoreductase subunit 4
WP_044520589.1,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
WP_044520591.1,hypothetical protein
WP_044520593.1,MarR family winged helix-turn-helix transcriptional regulator
WP_044520597.1,sucrose-phosphate phosphatase
WP_044520599.1,1-acyl-sn-glycerol-3-phosphate acyltransferase
WP_044520601.1,IucA/IucC family protein
WP_044520605.1,TonB-dependent siderophore receptor
WP_044520608.1,FAD-dependent oxidoreductase
WP_044520611.1,indole-3-glycerol phosphate synthase TrpC
WP_044520613.1,metabolite traffic protein EboE
WP_044520615.1,UbiA-like protein EboC
WP_044520616.1,scytonemin biosynthesis PEP-CTERM protein ScyF
WP_044520618.1,scytonemin biosynthesis protein ScyA
WP_044520621.1,SDR family oxidoreductase
WP_044520631.1,efflux RND transporter periplasmic adaptor subunit
WP_044520633.1,ABC transporter ATP-binding protein
WP_044520638.1,chlorophyll a/b-binding protein
WP_044520642.1,ChaB family protein
WP_044520646.1,hypothetical protein
WP_044520647.1,hypothetical protein
WP_044520648.1,hypothetical protein
WP_044520649.1,nucleotidyltransferase family protein
WP_044520651.1,hypothetical protein
WP_044520653.1,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
WP_044520661.1,PIN domain-containing protein
WP_044520663.1,sirohydrochlorin chelatase
WP_044520670.1,type IV pilin-like G/H family protein
WP_044520672.1,cyanophycinase
WP_044520673.1,hypothetical protein
WP_044520674.1,Npun_R2821/Npun_R2822 family protein
WP_044520679.1,phosphate-starvation-inducible PsiE family protein
WP_044520681.1,class I SAM-dependent methyltransferase
WP_044520683.1,KGK domain-containing protein
WP_044520686.1,sensor histidine kinase
WP_044520689.1,ABC transporter ATP-binding protein
WP_044520690.1,sensor histidine kinase
WP_044520692.1,oxygen-dependent coproporphyrinogen oxidase
WP_044520694.1,ATP synthase
WP_044520696.1,hypothetical protein
WP_044520698.1,ferric reductase-like transmembrane domain-containing protein
WP_044520699.1,WD40 repeat domain-containing protein
WP_044520703.1,ATP-binding protein
WP_044520705.1,methanogen output domain 1-containing protein
WP_044520708.1,hypothetical protein
WP_044520709.1,class I SAM-dependent methyltransferase
WP_044520711.1,urease accessory protein UreF
WP_044520712.1,acetoacetate decarboxylase family protein
WP_044520713.1,thioredoxin-disulfide reductase
WP_044520716.1,VOC family protein
WP_044520719.1,hypothetical protein
WP_044520721.1,class I SAM-dependent methyltransferase
WP_044520723.1,S8 family serine peptidase
WP_044520727.1,hypothetical protein
WP_044520728.1,photosystem II assembly protein Psb35
WP_044520731.1,ATP-binding protein
WP_044520733.1,hypothetical protein
WP_044520737.1,iron uptake porin
WP_044520739.1,gamma-glutamylcyclotransferase
WP_044520740.1,hypothetical protein
WP_044520741.1,hypothetical protein
WP_044520743.1,aminoacyl-tRNA hydrolase
WP_044520747.1,LysR family transcriptional regulator
WP_044520749.1,carbon dioxide-concentrating mechanism protein CcmK
WP_044520761.1,hypothetical protein
WP_044520764.1,hypothetical protein
WP_044520765.1,trifunctional serine/threonine-protein kinase/ATP-binding protein/sensor histidine kinase
WP_044520769.1,glycosyltransferase family 2 protein
WP_044520772.1,hypothetical protein
WP_044520779.1,DUF3352 domain-containing protein
WP_044520780.1,chorismate lyase
WP_044520784.1,COX15/CtaA family protein
WP_044520788.1,hypothetical protein
WP_044520790.1,phytochelatin synthase family protein
WP_044520791.1,hypothetical protein
WP_044520792.1,D-alanine--D-alanine ligase family protein
WP_044520794.1,ammonium transporter
WP_044520795.1,hypothetical protein
WP_044520797.1,glycosyltransferase family 4 protein
WP_044520798.1,hypothetical protein
WP_044520799.1,sugar O-acetyltransferase
WP_044520801.1,gamma carbonic anhydrase family protein
WP_044520806.1,hypothetical protein
WP_044520808.1,Uma2 family endonuclease
WP_044520809.1,GntR family transcriptional regulator
WP_044520811.1,TonB-dependent siderophore receptor
WP_044520813.1,carotenoid oxygenase family protein
WP_044520814.1,beta-lactamase hydrolase domain-containing protein
WP_044520823.1,hypothetical protein
WP_044520824.1,hypothetical protein
WP_044520831.1,hypothetical protein
WP_044520833.1,hypothetical protein
WP_044520838.1,hypothetical protein
WP_044520844.1,NADP-dependent oxidoreductase
WP_044520846.1,mechanosensitive ion channel family protein
WP_044520855.1,UV DNA damage repair endonuclease UvsE
WP_044520859.1,acyltransferase
WP_044520872.1,ATP-dependent sacrificial sulfur transferase LarE
WP_044520874.1,DNA-methyltransferase
WP_044520884.1,serine/threonine-protein kinase
WP_044520891.1,ABC transporter permease
WP_044520895.1,thiamine phosphate synthase
WP_044520897.1,DUF1517 domain-containing protein
WP_044520921.1,DUF2834 domain-containing protein
WP_044520926.1,hypothetical protein
WP_044520928.1,calcium-binding protein
WP_044520935.1,hypothetical protein
WP_044520940.1,SDR family oxidoreductase
WP_044520947.1,HesA/MoeB/ThiF family protein
WP_044520961.1,nitrogenase molybdenum-iron protein alpha chain
WP_044520963.1,hypothetical protein
WP_044520964.1,DnaJ C-terminal domain-containing protein
WP_044520966.1,hypothetical protein
WP_044520970.1,HlyD family secretion protein
WP_044520972.1,hypothetical protein
WP_044520976.1,DUF362 domain-containing protein
WP_044520988.1,ABC transporter ATP-binding protein
WP_044520991.1,type I-D CRISPR-associated helicase Cas3'
WP_044520995.1,CRISPR-associated endonuclease Cas2
WP_044521001.1,hypothetical protein
WP_044521002.1,DNA-directed RNA polymerase subunit beta
WP_044521003.1,DNA-directed RNA polymerase subunit beta''
WP_044521006.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
WP_044521010.1,hypothetical protein
WP_044521014.1,diacylglycerol/polyprenol kinase family protein
WP_044521018.1,hypothetical protein
WP_044521037.1,sodium:solute symporter family protein
WP_044521039.1,magnesium transporter
WP_044521042.1,hypothetical protein
WP_044521043.1,cell division ATP-binding protein FtsE
WP_044521046.1,chemotaxis protein CheB
WP_044521052.1,glutathione S-transferase family protein
WP_044521062.1,exodeoxyribonuclease VII small subunit
WP_044521067.1,polysaccharide deacetylase family protein
WP_044521069.1,tetratricopeptide repeat protein
WP_044521075.1,squalene/phytoene synthase family protein
WP_044521078.1,pentapeptide repeat-containing protein
WP_044521081.1,hypothetical protein
WP_044521083.1,YdcF family protein
WP_044521091.1,DUF4040 domain-containing protein
WP_044521094.1,site-2 protease family protein
WP_044521098.1,hypothetical protein
WP_044521101.1,ABC-three component system protein
WP_044521102.1,papain fold toxin domain-containing protein
WP_044521103.1,PIN domain-containing protein
WP_044521105.1,nitroreductase family protein
WP_044521106.1,alkene reductase
WP_044521110.1,metallophosphoesterase family protein
WP_044521112.1,lysozyme inhibitor LprI family protein
WP_044521114.1,tRNA guanosine(34) transglycosylase Tgt
WP_044521118.1,HEAT repeat domain-containing protein
WP_044521120.1,phosphoglucosamine mutase
WP_044521124.1,pyruvate:ferredoxin (flavodoxin) oxidoreductase
WP_044521130.1,peptidylprolyl isomerase
WP_044521138.1,KH domain-containing protein
WP_044521142.1,ChuX/HutX family heme-like substrate-binding protein
WP_044521146.1,lipoate--protein ligase family protein
WP_044521154.1,two-component system response regulator RppA
WP_044521163.1,ROK family protein
WP_044521166.1,ComEC/Rec2 family competence protein
WP_044521176.1,hypothetical protein
WP_044521181.1,PadR family transcriptional regulator
WP_044521183.1,hypothetical protein
WP_044521185.1,NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit
WP_044521187.1,NHLP bacteriocin system secretion protein
WP_044521191.1,Nif11-like leader peptide family natural product precursor
WP_044521195.1,helix-turn-helix domain-containing protein
WP_044521200.1,gamma-glutamyltransferase
WP_044521214.1,chloride channel protein
WP_044521242.1,M20 family metallopeptidase
WP_044521243.1,hypothetical protein
WP_044521252.1,TonB-dependent siderophore receptor
WP_044521254.1,iron-siderophore ABC transporter substrate-binding protein
WP_044521260.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_044521275.1,TonB-dependent receptor domain-containing protein
WP_044521276.1,iron-siderophore ABC transporter substrate-binding protein
WP_044521280.1,TonB-dependent siderophore receptor
WP_044521282.1,MFS transporter
WP_044521283.1,hypothetical protein
WP_044521287.1,"phosphonate ABC transporter, permease protein PhnE"
WP_044521288.1,iron uptake porin
WP_044521290.1,helix-turn-helix transcriptional regulator
WP_044521292.1,serine/threonine protein kinase
WP_044521301.1,NAD(P)-binding protein
WP_044521308.1,BamA/TamA family outer membrane protein
WP_044521310.1,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
WP_044521313.1,aldo/keto reductase
WP_044521322.1,EndoU domain-containing protein
WP_044521326.1,M61 family metallopeptidase
WP_044521331.1,ferritin-like domain-containing protein
WP_044521338.1,thioredoxin family protein
WP_044521339.1,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
WP_044521340.1,hypothetical protein
WP_044521342.1,murein hydrolase activator EnvC family protein
WP_044521343.1,hypothetical protein
WP_044521345.1,cobyric acid synthase CobQ
WP_044521348.1,ABC transporter permease
WP_044521349.1,pentapeptide repeat-containing protein
WP_044521352.1,DNA-binding protein
WP_044521355.1,serine/threonine-protein kinase
WP_044521360.1,hypothetical protein
WP_044521383.1,alanine racemase
WP_044521388.1,ferredoxin-thioredoxin reductase variable chain
WP_044521393.1,LCP family protein
WP_044521395.1,hypothetical protein
WP_044521398.1,hypothetical protein
WP_044521412.1,ABC transporter substrate-binding protein
WP_044521417.1,hypothetical protein
WP_044521418.1,M56 family metallopeptidase
WP_044521420.1,TonB-dependent siderophore receptor
WP_044521421.1,TonB-dependent siderophore receptor
WP_044521422.1,TonB-dependent siderophore receptor
WP_044521425.1,TonB-dependent siderophore receptor
WP_044521428.1,aspartate aminotransferase family protein
WP_044521430.1,non-ribosomal peptide synthetase
WP_044521432.1,thioesterase II family protein
WP_044521433.1,Rpn family recombination-promoting nuclease/putative transposase
WP_044521450.1,ergothioneine biosynthesis protein EgtC
WP_044521453.1,ergothioneine biosynthesis protein EgtB
WP_044521468.1,hypothetical protein
WP_044521477.1,DUF1997 domain-containing protein
WP_044521481.1,HhoA/HhoB/HtrA family serine endopeptidase
WP_044521491.1,hypothetical protein
WP_044521494.1,DUF433 domain-containing protein
WP_044521502.1,DUF4278 domain-containing protein
WP_044521506.1,NB-ARC domain-containing protein
WP_044521508.1,Uma2 family endonuclease
WP_044521510.1,TetR/AcrR family transcriptional regulator
WP_044521515.1,glycosyltransferase family 2 protein
WP_044521516.1,PEP-CTERM sorting domain-containing protein
WP_044521526.1,glycerate kinase
WP_044521530.1,lipid kinase
WP_044521541.1,Mov34/MPN/PAD-1 family protein
WP_044521548.1,J domain-containing protein
WP_044521553.1,PPC domain-containing protein
WP_044521560.1,cytochrome b/b6 domain-containing protein
WP_044521565.1,DUF5615 family PIN-like protein
WP_044521569.1,hypothetical protein
WP_044521575.1,hypothetical protein
WP_044521577.1,hypothetical protein
WP_044521582.1,ATP-dependent Clp protease ATP-binding subunit
WP_044521589.1,tetratricopeptide repeat protein
WP_044521594.1,universal stress protein
WP_044521603.1,hypothetical protein
WP_044521605.1,ABC transporter permease
WP_044521610.1,glycosyltransferase family 2 protein
WP_044521611.1,glycosyltransferase family 2 protein
WP_044521617.1,photosystem II reaction center PsbP
WP_044521623.1,DUF3727 domain-containing protein
WP_044521629.1,DUF7219 family protein
WP_044521631.1,PPC domain-containing protein
WP_044521632.1,GAF domain-containing protein
WP_044521634.1,type II toxin-antitoxin system VapB family antitoxin
WP_044521636.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
WP_044521637.1,hypothetical protein
WP_044521642.1,sensor histidine kinase
WP_044521650.1,heavy metal translocating P-type ATPase
WP_044521654.1,30S ribosomal protein PSRP-3
WP_044521656.1,AraC family transcriptional regulator
WP_044521660.1,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
WP_044521666.1,CHASE2 domain-containing protein
WP_044521670.1,ADP-ribosylglycohydrolase family protein
WP_044521674.1,glutathione S-transferase family protein
WP_044521676.1,nucleoside hydrolase
WP_044521678.1,secondary thiamine-phosphate synthase enzyme YjbQ
WP_044521691.1,orange carotenoid protein N-terminal domain-containing protein
WP_044521694.1,CopG family transcriptional regulator
WP_044521700.1,anthranilate synthase
WP_044521702.1,indole-3-glycerol phosphate synthase TrpC
WP_044521716.1,pentapeptide repeat-containing protein
WP_044521720.1,peptidoglycan DD-metalloendopeptidase family protein
WP_044521723.1,sensor histidine kinase
WP_044521726.1,hypothetical protein
WP_044521731.1,glycosyltransferase family 4 protein
WP_044521735.1,cation-translocating P-type ATPase
WP_044521740.1,MFS transporter
WP_044521742.1,hypothetical protein
WP_044521745.1,YihY/virulence factor BrkB family protein
WP_044521747.1,MgtC/SapB family protein
WP_044521749.1,biosynthetic arginine decarboxylase
WP_044521757.1,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
WP_044521759.1,DUF2808 domain-containing protein
WP_044521768.1,isoprenyl transferase
WP_044521771.1,DUF4168 domain-containing protein
WP_044521776.1,DUF6683 family protein
WP_044521778.1,glutamine--fructose-6-phosphate transaminase (isomerizing)
WP_044521781.1,NACHT and WD40 repeat domain-containing protein
WP_044521788.1,hypothetical protein
WP_044521794.1,two-component system sensor histidine kinase NblS
WP_044521801.1,cell division protein HetF
WP_044521802.1,peptidoglycan-binding domain-containing protein
WP_044521805.1,hypothetical protein
WP_044521807.1,PAS domain-containing sensor histidine kinase
WP_044521809.1,hypothetical protein
WP_044521815.1,sigma-70 family RNA polymerase sigma factor
WP_044521823.1,fimbrial biogenesis chaperone
WP_044521832.1,hypothetical protein
WP_044521835.1,type V CRISPR-associated protein Cas12k
WP_044521839.1,TniQ family protein
WP_044521851.1,S-layer homology domain-containing protein
WP_044521867.1,hypothetical protein
WP_044521872.1,hybrid sensor histidine kinase/response regulator
WP_044521878.1,YaaW family protein
WP_044521884.1,ATP-binding sensor histidine kinase
WP_044521898.1,cation-transporting P-type ATPase
WP_044521901.1,AEC family transporter
WP_044521903.1,Uma2 family endonuclease
WP_044521910.1,TetR/AcrR family transcriptional regulator
WP_044521920.1,glycosyltransferase
WP_044521924.1,PAS domain-containing sensor histidine kinase
WP_044521926.1,cyclase family protein
WP_044521933.1,hypothetical protein
WP_044521937.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase"
WP_044521940.1,3-oxoacyl-ACP reductase FabG
WP_044521941.1,DUF760 domain-containing protein
WP_044521944.1,8-oxo-dGTP diphosphatase MutT
WP_044521948.1,hypothetical protein
WP_044521952.1,ATP-binding protein
WP_044521955.1,hypothetical protein
WP_044521961.1,cysteine desulfurase-like protein
WP_044521962.1,cyanophycinase
WP_044521981.1,NUDIX hydrolase
WP_044521983.1,site-2 protease family protein
WP_044521986.1,S9 family peptidase
WP_044521989.1,sulfurtransferase
WP_044521991.1,"plasmid replication protein, CyRepA1 family"
WP_044521996.1,hypothetical protein
WP_044522000.1,threonine-phosphate decarboxylase CobD
WP_044522008.1,energy-coupling factor ABC transporter ATP-binding protein
WP_044522011.1,DALR anticodon-binding domain-containing protein
WP_044522014.1,hypothetical protein
WP_044522029.1,hypothetical protein
WP_044522039.1,S-layer homology domain-containing protein
WP_044522043.1,M23 family metallopeptidase
WP_044522047.1,beta-carotene hydroxylase
WP_044522056.1,cytochrome d ubiquinol oxidase subunit II
WP_044522062.1,ABC transporter ATP-binding protein
WP_044522071.1,DUF2382 domain-containing protein
WP_044522074.1,hypothetical protein
WP_044522076.1,MBOAT family O-acyltransferase
WP_044522078.1,HTTM domain-containing protein
WP_044522079.1,hypothetical protein
WP_044522081.1,CHAT domain-containing protein
WP_044522083.1,histidine triad nucleotide-binding protein
WP_044522084.1,S41 family peptidase
WP_044522089.1,ribonuclease III
WP_044522097.1,glycosyltransferase family 39 protein
WP_044522098.1,hypothetical protein
WP_044522099.1,Gfo/Idh/MocA family protein
WP_044522100.1,sporulation protein
WP_044522102.1,SWIM zinc finger family protein
WP_044522105.1,CO2 hydration protein
WP_044522107.1,anti-sigma factor antagonist
WP_044522112.1,hypothetical protein
WP_044522113.1,amino acid ABC transporter substrate-binding protein
WP_044522116.1,MFS transporter
WP_044522125.1,HetZ-related protein 2
WP_044522128.1,Glu/Leu/Phe/Val family dehydrogenase
WP_044522134.1,hypothetical protein
WP_044522136.1,phosphorylase
WP_044522141.1,ABC transporter permease DevC
WP_044522143.1,DevA family ABC transporter ATP-binding protein
WP_044522147.1,peptidylprolyl isomerase
WP_044522148.1,hypothetical protein
WP_044522151.1,hypothetical protein
WP_044522153.1,photosystem II high light acclimation radical SAM protein
WP_044522154.1,DUF1830 domain-containing protein
WP_044522156.1,malate dehydrogenase
WP_044522157.1,CPBP family intramembrane glutamic endopeptidase
WP_044522158.1,hypothetical protein
WP_044522163.1,Uma2 family endonuclease
WP_044522166.1,DUF4330 domain-containing protein
WP_044522173.1,NB-ARC domain-containing protein
WP_044522174.1,type II toxin-antitoxin system RelE family toxin
WP_044522179.1,sugar transferase
WP_044522184.1,DUF1868 domain-containing protein
WP_044522187.1,ATP adenylyltransferase family protein
WP_044522189.1,GNAT family N-acetyltransferase
WP_044522191.1,type II toxin-antitoxin system RelE/ParE family toxin
WP_044522197.1,Hsp70 family protein
WP_044522204.1,winged helix-turn-helix domain-containing protein
WP_044522207.1,ferritin-like domain-containing protein
WP_044522208.1,hypothetical protein
WP_044522211.1,flotillin family protein
WP_044522213.1,DUF1822 family protein
WP_044522214.1,hypothetical protein
WP_044522219.1,NAD(P)/FAD-dependent oxidoreductase
WP_044522220.1,aromatic ring-hydroxylating oxygenase subunit alpha
WP_044522221.1,hypothetical protein
WP_044522230.1,phosphate ABC transporter permease PstA
WP_044522236.1,DUF4335 domain-containing protein
WP_044522246.1,type II toxin-antitoxin system VapC family toxin
WP_044522249.1,hypothetical protein
WP_044522253.1,DUF389 domain-containing protein
WP_044522263.1,phytoene desaturase family protein
WP_044522275.1,AAA family ATPase
WP_044522287.1,ribose-phosphate pyrophosphokinase
WP_044522294.1,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
WP_044522304.1,helicase-associated domain-containing protein
WP_044522307.1,phage tail protein
WP_044522310.1,M28 family peptidase
WP_044522314.1,sugar transferase
WP_044522318.1,iron uptake porin
WP_044522324.1,DUF192 domain-containing protein
WP_044522327.1,DMT family transporter
WP_044522332.1,FAD-dependent oxidoreductase
WP_044522336.1,adenylosuccinate synthase
WP_044522339.1,glycosyltransferase family 2 protein
WP_044522344.1,PEP-CTERM sorting domain-containing protein
WP_044522357.1,GTPase family protein
WP_044522366.1,glycosyltransferase
WP_044522369.1,NYN domain-containing protein
WP_044522383.1,fasciclin domain-containing protein
WP_044522385.1,sensor domain-containing diguanylate cyclase
WP_044522386.1,tRNA-dihydrouridine synthase family protein
WP_044522388.1,hypothetical protein
WP_044522391.1,response regulator
WP_044522402.1,orange carotenoid protein N-terminal domain-containing protein
WP_044522408.1,metallophosphoesterase family protein
WP_044522419.1,ABC1 kinase family protein
WP_044522427.1,alkaline phosphatase D family protein
WP_044522432.1,peptidoglycan-binding domain-containing protein
WP_044522434.1,TetR/AcrR family transcriptional regulator
WP_044522439.1,ABC transporter permease
WP_044522441.1,amidohydrolase family protein
WP_044522443.1,DUF4437 domain-containing protein
WP_044522448.1,DUF2243 domain-containing protein
WP_044522451.1,AAA family ATPase
WP_044522458.1,hypothetical protein
WP_044522459.1,NAD(P)H-quinone oxidoreductase subunit 4
WP_044522467.1,GAF domain-containing sensor histidine kinase
WP_044522469.1,hypothetical protein
WP_044522472.1,ATP-dependent chaperone ClpB
WP_044522477.1,ParM/StbA family protein
WP_044522479.1,Gfo/Idh/MocA family protein
WP_044522489.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_044522492.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_044522495.1,beta strand repeat-containing protein
WP_044522498.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_044522513.1,type II toxin-antitoxin system VapC family toxin
WP_044522515.1,YlcI/YnfO family protein
WP_044522519.1,molybdopterin molybdotransferase MoeA
WP_044522528.1,CTB family bacteriocin
WP_044522531.1,CTB family bacteriocin
WP_044522544.1,DUF760 domain-containing protein
WP_044522546.1,glycosyltransferase
WP_044522562.1,FkbM family methyltransferase
WP_044522568.1,cyanoexosortase A system-associated protein
WP_044522569.1,PEP-CTERM sorting domain-containing protein
WP_044522572.1,DUF445 domain-containing protein
WP_044522575.1,peptidoglycan DD-metalloendopeptidase family protein
WP_044522577.1,glycolate oxidase subunit GlcD
WP_044522580.1,type II toxin-antitoxin system HicB family antitoxin
WP_044522584.1,SDR family oxidoreductase
WP_044522588.1,TetR/AcrR family transcriptional regulator
WP_044522592.1,50S ribosomal protein L19
WP_044522594.1,glycosyltransferase family 4 protein
WP_044522601.1,DUF389 domain-containing protein
WP_044522603.1,four-helix bundle copper-binding protein
WP_044522608.1,glycosyltransferase
WP_044522614.1,PfaD family polyunsaturated fatty acid/polyketide biosynthesis protein
WP_044522635.1,4'-phosphopantetheinyl transferase HetI
WP_044522640.1,ATP synthase subunit I
WP_044522641.1,NB-ARC domain-containing protein
WP_044522644.1,"2-carboxy-1,4-naphthoquinone phytyltransferase"
WP_044522646.1,dCTP deaminase
WP_044522651.1,hypothetical protein
WP_044522660.1,MgPME-cyclase complex family protein
WP_044522663.1,rRNA maturation RNase YbeY
WP_044522672.1,hypothetical protein
WP_044522701.1,EboA family metabolite traffic protein
WP_044522708.1,precorrin-8X methylmutase
WP_044522713.1,GNAT family N-acetyltransferase
WP_044522723.1,cupin domain-containing protein
WP_044522726.1,hypothetical protein
WP_044522734.1,HhoA/HhoB/HtrA family serine endopeptidase
WP_044522739.1,iron-containing redox enzyme family protein
WP_044522749.1,phosphoribosylglycinamide formyltransferase
WP_044522754.1,TlyA family RNA methyltransferase
WP_044522758.1,GTPase Era
WP_044522761.1,ABC transporter ATP-binding protein
WP_044522763.1,glycosyltransferase family 2 protein
WP_044522768.1,methyl-accepting chemotaxis protein
WP_044522773.1,DUF4383 domain-containing protein
WP_044522777.1,DUF952 domain-containing protein
WP_044522778.1,plastocyanin/azurin family copper-binding protein
WP_044522780.1,hypothetical protein
WP_044522785.1,pirin family protein
WP_044522787.1,GAF domain-containing protein
WP_044522791.1,saccharopine dehydrogenase family protein
WP_044522795.1,DMT family transporter
WP_044522799.1,photosystem II complex extrinsic protein PsbU
WP_044522801.1,L-aspartate oxidase
WP_044522818.1,TIGR02921 family PEP-CTERM protein
WP_044522840.1,GIN domain-containing protein
WP_044522841.1,GNAT family N-acetyltransferase
WP_044522853.1,PfaD family polyunsaturated fatty acid/polyketide biosynthesis protein
WP_044522858.1,polysaccharide deacetylase family protein
WP_044522875.1,tRNA (guanosine(46)-N7)-methyltransferase TrmB
WP_044522877.1,PBS lyase HEAT-like repeat protein
WP_044522883.1,hypothetical protein
WP_044522887.1,hydroxymethylbilane synthase
WP_044522901.1,chromosomal replication initiator protein DnaA
WP_044522904.1,hypothetical protein
WP_044522911.1,hypothetical protein
WP_044522916.1,vWA domain-containing protein
WP_044522928.1,DUF1636 domain-containing protein
WP_044522932.1,glutamate-5-semialdehyde dehydrogenase
WP_044522937.1,DUF433 domain-containing protein
WP_044522967.1,COP23 domain-containing protein
WP_044522974.1,PspA/IM30 family protein
WP_044522977.1,peptide ligase PGM1-related protein
WP_044522982.1,hypothetical protein
WP_044522996.1,hypothetical protein
WP_044522999.1,ABC transporter ATP-binding protein
WP_044523010.1,ABC transporter ATP-binding protein
WP_044523016.1,DUF1636 family protein
WP_044523038.1,HlyD family efflux transporter periplasmic adaptor subunit
WP_044523045.1,type I polyketide synthase
WP_044523051.1,hypothetical protein
WP_044523061.1,GumC family protein
WP_044523071.1,ATP-binding response regulator
WP_044523073.1,response regulator
WP_044523080.1,bifunctional orotidine-5'-phosphate decarboxylase/orotate phosphoribosyltransferase
WP_044523083.1,transglycosylase domain-containing protein
WP_044523084.1,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
WP_044523095.1,hypothetical protein
WP_044523099.1,SLC13 family permease
WP_044523101.1,glycosyltransferase family 4 protein
WP_044523102.1,hypothetical protein
WP_044523105.1,pentapeptide repeat-containing protein
WP_044523109.1,thiol-disulfide oxidoreductase DCC family protein
WP_044523110.1,aminotransferase class V-fold PLP-dependent enzyme
WP_044523117.1,response regulator transcription factor
WP_044523119.1,HetP family heterocyst commitment protein
WP_044523121.1,SDR family NAD(P)-dependent oxidoreductase
WP_044523122.1,RNA-binding S4 domain-containing protein
WP_044523126.1,FHA domain-containing protein
WP_044523157.1,hypothetical protein
WP_044523171.1,decaprenyl-phosphate phosphoribosyltransferase
WP_044523181.1,AMP-dependent synthetase/ligase
WP_044523185.1,MerR family transcriptional regulator
WP_044523203.1,"RNA polymerase sigma factor, RpoD/SigA family"
WP_044523208.1,twin-arginine translocase TatA/TatE family subunit
WP_044523212.1,penicillin acylase family protein
WP_044523213.1,hypothetical protein
WP_044523218.1,LapA family protein
WP_044523223.1,TonB-dependent receptor domain-containing protein
WP_044523236.1,M15 family metallopeptidase
WP_044523240.1,amino acid ABC transporter ATP-binding protein
WP_044523251.1,FAD-dependent oxidoreductase
WP_044523254.1,GAF domain-containing protein
WP_044523268.1,1-deoxy-D-xylulose-5-phosphate reductoisomerase
WP_044523269.1,type II toxin-antitoxin system RelN family antitoxin
WP_044523285.1,ABC1 kinase family protein
WP_044523288.1,substrate-binding domain-containing protein
WP_044523303.1,ferrochelatase
