protein_id,refseq_product
WP_011377777.1,phosphodiester glycosidase family protein
WP_011377778.1,glutamate synthase large subunit
WP_011377779.1,(2Fe-2S) ferredoxin domain-containing protein
WP_011377780.1,DUF6816 family protein
WP_011377781.1,alpha/beta fold hydrolase
WP_011377782.1,hypothetical protein
WP_011377783.1,hypothetical protein
WP_011377785.1,hypothetical protein
WP_011377786.1,hypothetical protein
WP_011377787.1,AMP-dependent synthetase/ligase
WP_011377788.1,YlqD family protein
WP_011377789.1,tRNA glutamyl-Q(34) synthetase GluQRS
WP_011377790.1,two-component system sensor histidine kinase NblS
WP_011377791.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase
WP_011377792.1,BamA/TamA family outer membrane protein
WP_011377793.1,3-hydroxyacyl-ACP dehydratase FabZ
WP_011377794.1,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
WP_011377796.1,anthranilate phosphoribosyltransferase family protein
WP_011377797.1,sulfite exporter TauE/SafE family protein
WP_011377798.1,rhodanese-like domain-containing protein
WP_011377799.1,ArsR/SmtB family transcription factor
WP_011377802.1,carbohydrate ABC transporter permease
WP_011377803.1,carboxylating nicotinate-nucleotide diphosphorylase
WP_011377804.1,RecB family exonuclease
WP_011377806.1,LCP family protein
WP_011377807.1,16S rRNA (cytosine(967)-C(5))-methyltransferase
WP_011377808.1,hypothetical protein
WP_011377813.1,CBS domain-containing protein
WP_011377815.1,hypothetical protein
WP_011377816.1,hypothetical protein
WP_011377818.1,hypothetical protein
WP_011377819.1,DUF565 domain-containing protein
WP_011377820.1,ATP-dependent zinc metalloprotease FtsH
WP_011377821.1,hypothetical protein
WP_011377822.1,endonuclease/exonuclease/phosphatase family protein
WP_011377824.1,photosystem I reaction center subunit II PsaD
WP_011377825.1,anthranilate synthase component I family protein
WP_011377826.1,cupin domain-containing protein
WP_011377827.1,formyltetrahydrofolate deformylase
WP_011377828.1,helix-turn-helix domain-containing protein
WP_011377829.1,sensor histidine kinase
WP_011377830.1,hypothetical protein
WP_011377831.1,hybrid sensor histidine kinase/response regulator
WP_011377832.1,YebC/PmpR family DNA-binding transcriptional regulator
WP_011377834.1,histidinol-phosphate transaminase
WP_011377836.1,circularly permuted type 2 ATP-grasp protein
WP_011377837.1,transglutaminase family protein
WP_011377838.1,proteasome-type protease
WP_011377839.1,hypothetical protein
WP_011377840.1,biosynthetic arginine decarboxylase
WP_011377842.1,SpoIID/LytB domain-containing protein
WP_011377843.1,hypothetical protein
WP_011377844.1,phycobilisome rod-core linker polypeptide
WP_011377845.1,HEAT repeat domain-containing protein
WP_011377846.1,thiamine phosphate synthase
WP_011377848.1,restriction endonuclease subunit S
WP_011377850.1,dihydrolipoamide acetyltransferase family protein
WP_011377853.1,P-loop NTPase family protein
WP_011377854.1,DUF3067 family protein
WP_011377856.1,TrkH family potassium uptake protein
WP_011377860.1,anhydro-N-acetylmuramic acid kinase
WP_011377861.1,phosphomethylpyrimidine synthase
WP_011377862.1,DUF445 domain-containing protein
WP_011377863.1,chromosomal replication initiator protein DnaA
WP_011377864.1,glucosamine-6-phosphate deaminase
WP_011377865.1,rod shape-determining protein RodA
WP_011377866.1,threonine-phosphate decarboxylase CobD
WP_011377867.1,serine/threonine-protein kinase
WP_011377868.1,phosphoglycerate kinase
WP_011377869.1,mercuric reductase
WP_011377870.1,high light inducible protein
WP_011377871.1,serine/threonine-protein kinase
WP_011377872.1,Hpt domain-containing protein
WP_011377873.1,hypothetical protein
WP_011377874.1,PP2C family protein-serine/threonine phosphatase
WP_011377875.1,HlyD family efflux transporter periplasmic adaptor subunit
WP_011377877.1,M1 family metallopeptidase
WP_011377879.1,pilus motility taxis protein HmpF
WP_011377880.1,FAD-dependent oxidoreductase
WP_011377881.1,Mo-dependent nitrogenase C-terminal domain-containing protein
WP_011377882.1,LPS export ABC transporter periplasmic protein LptC
WP_011377884.1,UDP-glucuronic acid decarboxylase family protein
WP_011377885.1,septal ring lytic transglycosylase RlpA family protein
WP_011377886.1,GTPase family protein
WP_011377888.1,PD-(D/E)XK nuclease family protein
WP_011377889.1,UvrD-helicase domain-containing protein
WP_011377890.1,EAL domain-containing protein
WP_011377891.1,MFS transporter
WP_011377892.1,hypothetical protein
WP_011377893.1,phosphorylase
WP_011377894.1,phycobiliprotein lyase
WP_011377895.1,nickel pincer cofactor biosynthesis protein LarB
WP_011377896.1,ABC transporter substrate-binding protein
WP_011377897.1,cryptochrome/photolyase family protein
WP_011377899.1,TIGR04283 family arsenosugar biosynthesis glycosyltransferase
WP_011377900.1,photosystem II reaction center protein J
WP_011377901.1,photosystem II reaction center protein L
WP_011377902.1,photosynthesis system II assembly factor Ycf48
WP_011377903.1,NAD(P)H-quinone oxidoreductase subunit J
WP_011377905.1,RibD family protein
WP_011377906.1,GNAT family N-acetyltransferase
WP_011377907.1,leucyl aminopeptidase
WP_011377908.1,guanylate kinase
WP_011377909.1,hypothetical protein
WP_011377911.1,hypothetical protein
WP_011377912.1,dihydrolipoyl dehydrogenase
WP_011377914.1,lysylphosphatidylglycerol synthase transmembrane domain-containing protein
WP_011377915.1,glycosyltransferase
WP_011377918.1,DUF4160 domain-containing protein
WP_011377919.1,type II toxin-antitoxin system tRNA(fMet)-specific endonuclease VapC
WP_011377920.1,acyl-CoA dehydrogenase family protein
WP_011377921.1,circadian clock protein KaiA
WP_011377922.1,50S ribosomal protein L21
WP_011377923.1,response regulator
WP_011377924.1,ABC transporter permease DevC
WP_011377925.1,phycocyanobilin:ferredoxin oxidoreductase
WP_011377926.1,M16 family metallopeptidase
WP_011377927.1,EamA family transporter
WP_011377929.1,prolipoprotein diacylglyceryl transferase
WP_011377930.1,methyltransferase family protein
WP_011377931.1,nitrate reductase catalytic subunit
WP_011377932.1,ABC transporter ATP-binding protein
WP_011377934.1,carotenoid isomerase
WP_011377935.1,hypothetical protein
WP_011377936.1,metallophosphoesterase family protein
WP_011377937.1,hypothetical protein
WP_011377938.1,chloride channel protein
WP_011377939.1,DUF2358 domain-containing protein
WP_011377940.1,TRC40/GET3/ArsA family transport-energizing ATPase
WP_011377941.1,M48 family metallopeptidase
WP_011377943.1,THUMP domain-containing class I SAM-dependent RNA methyltransferase
WP_011377945.1,potassium channel family protein
WP_011377946.1,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
WP_011377947.1,HpsJ family protein
WP_011377948.1,magnesium transporter
WP_011377950.1,SRPBCC family protein
WP_011377951.1,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
WP_011377952.1,DUF389 domain-containing protein
WP_011377953.1,hypothetical protein
WP_011377954.1,FUSC family protein
WP_011377955.1,hypothetical protein
WP_011377956.1,"GTP 3',8-cyclase MoaA"
WP_011377957.1,molybdopterin synthase catalytic subunit
WP_011377958.1,molybdopterin synthase sulfur carrier subunit MoaD
WP_011377959.1,bifunctional molybdenum cofactor biosynthesis protein MoaC/MoaB
WP_011377961.1,calcium-binding protein
WP_011377962.1,DUF4240 domain-containing protein
WP_011377963.1,TldD/PmbA family protein
WP_011377964.1,metallothionein
WP_011377965.1,DNA primase
WP_011377966.1,phenylalanine--tRNA ligase subunit beta
WP_011377968.1,lysophospholipid acyltransferase family protein
WP_011377969.1,diguanylate cyclase
WP_011377971.1,universal stress protein
WP_011377972.1,hypothetical protein
WP_011377973.1,dipeptide ABC transporter ATP-binding protein
WP_011377975.1,methylenetetrahydrofolate reductase
WP_011377976.1,IS630 transposase-related protein
WP_011377977.1,ABC transporter ATP-binding protein
WP_011377978.1,aspartate--tRNA ligase
WP_011377979.1,ATP-dependent zinc metalloprotease FtsH
WP_011377981.1,metal ABC transporter ATP-binding protein
WP_011377982.1,hypothetical protein
WP_011377983.1,DNA-formamidopyrimidine glycosylase
WP_011377984.1,DEAD/DEAH box helicase
WP_011377985.1,replicative DNA helicase
WP_011377986.1,transcription-repair coupling factor
WP_011377987.1,hypothetical protein
WP_011377989.1,class I SAM-dependent methyltransferase
WP_011377990.1,aminodeoxychorismate synthase component I
WP_011377991.1,TIGR03032 family protein
WP_011377992.1,beta strand repeat-containing protein
WP_011377993.1,DUF3747 domain-containing protein
WP_011377994.1,AI-2E family transporter
WP_011377995.1,"GDP-mannose 4,6-dehydratase"
WP_011377996.1,NADH-quinone oxidoreductase subunit J
WP_011377997.1,hypothetical protein
WP_011378001.1,SWIM zinc finger family protein
WP_011378003.1,MarC family protein
WP_011378005.1,hypothetical protein
WP_011378007.1,methionine synthase
WP_011378010.1,ABC-F family ATP-binding cassette domain-containing protein
WP_011378011.1,bifunctional diguanylate cyclase/phosphodiesterase
WP_011378013.1,hypothetical protein
WP_011378014.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase"
WP_011378015.1,histidine triad nucleotide-binding protein
WP_011378016.1,histone deacetylase family protein
WP_011378017.1,hypothetical protein
WP_011378019.1,"endo-1,4-beta-xylanase"
WP_011378020.1,hydroxyacylglutathione hydrolase
WP_011378021.1,two-component system response regulator RppA
WP_011378022.1,DUF192 domain-containing protein
WP_011378023.1,ABC transporter ATP-binding protein
WP_011378025.1,2-isopropylmalate synthase
WP_011378026.1,sulfite exporter TauE/SafE family protein
WP_011378027.1,hypothetical protein
WP_011378028.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N
WP_011378029.1,ribulose bisphosphate carboxylase small subunit
WP_011378031.1,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II"
WP_011378034.1,CARDB domain-containing protein
WP_011378035.1,hypothetical protein
WP_011378036.1,carbonic anhydrase
WP_011378037.1,phosphate ABC transporter ATP-binding protein
WP_011378038.1,DNA repair protein RadA
WP_011378039.1,response regulator transcription factor RpaB
WP_011378040.1,YdcF family protein
WP_011378042.1,iron uptake porin
WP_011378043.1,iron uptake porin
WP_011378044.1,J domain-containing protein
WP_011378045.1,DUF4040 domain-containing protein
WP_011378046.1,Na+/H+ antiporter subunit E
WP_011378047.1,cation:proton antiporter
WP_011378048.1,transglutaminase family protein
WP_011378049.1,c-type cytochrome
WP_011378050.1,cytochrome b6-f complex subunit V
WP_011378051.1,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
WP_011378052.1,CmpA/NrtA family ABC transporter substrate-binding protein
WP_011378054.1,nucleoside triphosphate pyrophosphohydrolase
WP_011378055.1,hypothetical protein
WP_011378057.1,photosystem II S4 domain protein
WP_011378058.1,3-isopropylmalate dehydrogenase
WP_011378060.1,hypothetical protein
WP_011378061.1,"9,9'-di-cis-zeta-carotene desaturase"
WP_011378062.1,serine/threonine phosphatase
WP_011378063.1,TatD family hydrolase
WP_011378064.1,DNA-directed RNA polymerase subunit beta
WP_011378067.1,translational GTPase TypA
WP_011378069.1,argonaute PAZ domain-containing protein
WP_011378074.1,ribonuclease II
WP_011378075.1,FitA-like ribbon-helix-helix domain-containing protein
WP_011378076.1,hypothetical protein
WP_011378077.1,acetamidase/formamidase family protein
WP_011378078.1,Y-family DNA polymerase
WP_011378080.1,hypothetical protein
WP_011378081.1,RpoD/SigA family RNA polymerase sigma factor
WP_011378082.1,hypothetical protein
WP_011378084.1,ADP-ribosylglycohydrolase family protein
WP_011378085.1,TerB family tellurite resistance protein
WP_011378087.1,hypothetical protein
WP_011378089.1,heavy metal translocating P-type ATPase
WP_011378090.1,GMC oxidoreductase
WP_011378091.1,"amylo-alpha-1,6-glucosidase"
WP_011378094.1,hypothetical protein
WP_011378095.1,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
WP_011378096.1,DUF2062 domain-containing protein
WP_011378097.1,protein adenylyltransferase SelO
WP_011378098.1,peptidoglycan recognition protein family protein
WP_011378099.1,photosynthesis regulation sensor histidine kinase ManS
WP_011378100.1,DUF1036 domain-containing protein
WP_011378101.1,chloride channel protein
WP_011378102.1,TldD/PmbA family protein
WP_011378103.1,creatininase family protein
WP_011378104.1,aldehyde oxygenase (deformylating)
WP_011378105.1,RNA methyltransferase
WP_011378106.1,serine hydrolase
WP_011378107.1,DUF3370 domain-containing protein
WP_011378108.1,hypothetical protein
WP_011378109.1,fasciclin domain-containing protein
WP_011378110.1,iron uptake porin
WP_011378111.1,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
WP_011378112.1,"ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent"
WP_011378113.1,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta
WP_011378114.1,DUF2808 domain-containing protein
WP_011378115.1,YceD family protein
WP_011378116.1,riboflavin synthase
WP_011378117.1,hypothetical protein
WP_011378118.1,iron uptake porin
WP_011378119.1,4a-hydroxytetrahydrobiopterin dehydratase
WP_011378120.1,hypothetical protein
WP_011378121.1,NYN domain-containing protein
WP_011378122.1,hypothetical protein
WP_011378124.1,alpha/beta hydrolase
WP_011378125.1,glycoside hydrolase family 15 protein
WP_011378126.1,WecB/TagA/CpsF family glycosyltransferase
WP_011378127.1,B12-binding domain-containing radical SAM protein
WP_011378128.1,glycerol dehydrogenase
WP_011378129.1,hypothetical protein
WP_011378130.1,hypothetical protein
WP_011378131.1,DUF2214 family protein
WP_011378132.1,ion transporter
WP_011378134.1,hypothetical protein
WP_011378135.1,Gfo/Idh/MocA family protein
WP_011378136.1,potassium-transporting ATPase subunit F
WP_011378138.1,sulfate/molybdate ABC transporter ATP-binding protein
WP_011378139.1,sulfate ABC transporter substrate-binding protein
WP_011378140.1,sulfate ABC transporter permease subunit CysT
WP_011378141.1,NIL domain-containing protein
WP_011378142.1,sulfate ABC transporter permease subunit CysT
WP_011378144.1,YeeE/YedE family protein
WP_011378145.1,DNA gyrase/topoisomerase IV subunit A
WP_011378146.1,CsgG/HfaB family protein
WP_011378147.1,pirin family protein
WP_011378149.1,hypothetical protein
WP_011378151.1,M3 family metallopeptidase
WP_011378152.1,YcjF family protein
WP_011378153.1,fatty acid desaturase family protein
WP_011378154.1,alpha/beta fold hydrolase
WP_011378155.1,GGDEF and EAL domain-containing protein
WP_011378157.1,FAD-binding oxidoreductase
WP_011378158.1,NADP-dependent isocitrate dehydrogenase
WP_011378159.1,phytoene desaturase family protein
WP_011378160.1,biotin transporter BioY
WP_011378161.1,hypothetical protein
WP_011378162.1,sensor histidine kinase
WP_011378164.1,Fe-S cluster assembly protein SufD
WP_011378165.1,heavy metal-responsive transcriptional regulator
WP_011378166.1,type I glyceraldehyde-3-phosphate dehydrogenase
WP_011378167.1,HPP family protein
WP_011378168.1,circadian expression RNA polymerase sigma factor SigA2
WP_011378169.1,class I SAM-dependent methyltransferase
WP_011378170.1,DUF1257 domain-containing protein
WP_011378176.1,alanine dehydrogenase
WP_011378178.1,BCD family MFS transporter
WP_011378179.1,hypothetical protein
WP_011378180.1,cytochrome d ubiquinol oxidase subunit II
WP_011378181.1,cytochrome ubiquinol oxidase subunit I
WP_011378183.1,hypothetical protein
WP_011378185.1,KH domain-containing protein
WP_011378186.1,hypothetical protein
WP_011378187.1,ABC1 kinase family protein
WP_011378188.1,DNA repair protein RecN
WP_011378191.1,DNA adenine methylase
WP_011378192.1,thioredoxin
WP_011378193.1,LL-diaminopimelate aminotransferase
WP_011378194.1,tyrosine-type recombinase/integrase
WP_011378195.1,hydrogenase expression/formation protein HypE
WP_011378198.1,pantothenate kinase
WP_011378199.1,diflavin flavoprotein
WP_011378200.1,diflavin flavoprotein
WP_011378201.1,sensor domain-containing diguanylate cyclase
WP_011378204.1,response regulator
WP_011378205.1,Cache 3/Cache 2 fusion domain-containing protein
WP_011378206.1,response regulator
WP_011378207.1,Bax inhibitor-1/YccA family protein
WP_011378209.1,phycobilisome degradation protein NblB
WP_011378210.1,hypothetical protein
WP_011378211.1,rhomboid family intramembrane serine protease
WP_011378212.1,DUF2973 domain-containing protein
WP_011378213.1,pentapeptide repeat-containing protein
WP_011378214.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
WP_011378215.1,RNA-guided endonuclease InsQ/TnpB family protein
WP_011378216.1,DUF362 domain-containing protein
WP_011378217.1,ribonuclease J
WP_011378218.1,precorrin-3B C(17)-methyltransferase
WP_011378219.1,"cobyrinate a,c-diamide synthase"
WP_011378220.1,nucleoside deaminase
WP_011378221.1,NAD(P)-dependent oxidoreductase
WP_011378223.1,peptide chain release factor N(5)-glutamine methyltransferase
WP_011378224.1,L-threonylcarbamoyladenylate synthase
WP_011378225.1,DUF1824 family protein
WP_011378226.1,FAD-binding domain-containing protein
WP_011378228.1,DUF896 domain-containing protein
WP_011378229.1,L-aspartate oxidase
WP_011378230.1,single-stranded-DNA-specific exonuclease RecJ
WP_011378231.1,ABC transporter ATP-binding protein
WP_011378232.1,branched-chain amino acid ABC transporter permease
WP_011378233.1,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
WP_011378234.1,cupin domain-containing protein
WP_011378235.1,glycosyltransferase family 4 protein
WP_011378236.1,peptidase domain-containing ABC transporter
WP_011378237.1,ribonuclease R family protein
WP_011378239.1,glycosyltransferase family 4 protein
WP_011378240.1,leucine--tRNA ligase
WP_011378241.1,late competence development ComFB family protein
WP_011378242.1,M23 family metallopeptidase
WP_011378244.1,hypothetical protein
WP_011378245.1,peptide-methionine (S)-S-oxide reductase MsrA
WP_011378246.1,ACR3 family arsenite efflux transporter
WP_011378247.1,ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase
WP_011378248.1,tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD
WP_011378249.1,DUF3181 family protein
WP_011378250.1,hypothetical protein
WP_011378251.1,CTP synthase
WP_011378252.1,hypothetical protein
WP_011378253.1,proline--tRNA ligase
WP_011378254.1,TIGR02652 family protein
WP_011378256.1,Ppx/GppA phosphatase family protein
WP_011378257.1,undecaprenyl-diphosphate phosphatase
WP_011378258.1,TIGR03279 family radical SAM protein
WP_011378261.1,segregation/condensation protein A
WP_011378262.1,NAD(P)H-quinone oxidoreductase subunit 5
WP_011378263.1,NnrU family protein
WP_011378264.1,LysR family transcriptional regulator
WP_011378265.1,hypothetical protein
WP_011378266.1,15-cis-phytoene desaturase
WP_011378268.1,hypothetical protein
WP_011378269.1,TMEM165/GDT1 family protein
WP_011378270.1,transglycosylase domain-containing protein
WP_011378271.1,septum site-determining protein MinC
WP_011378272.1,hypothetical protein
WP_011378274.1,flavin reductase family protein
WP_011378275.1,AAA family ATPase
WP_011378278.1,Ycf66 family protein
WP_011378279.1,translation initiation factor IF-2
WP_011378280.1,transcription termination factor NusA
WP_011378281.1,phycobiliprotein lyase
WP_011378282.1,tetracycline resistance MFS efflux pump
WP_011378283.1,hypothetical protein
WP_011378284.1,glycosyltransferase
WP_011378285.1,aromatic ring-hydroxylating oxygenase subunit alpha
WP_011378286.1,aromatic ring-hydroxylating oxygenase subunit alpha
WP_011378287.1,hypothetical protein
WP_011378288.1,murein biosynthesis integral membrane protein MurJ
WP_011378289.1,chromosome segregation protein SMC
WP_011378291.1,S9 family peptidase
WP_011378292.1,class I SAM-dependent methyltransferase
WP_011378294.1,pyrroline-5-carboxylate reductase
WP_011378295.1,cell division protein SepF
WP_011378296.1,lycopene beta cyclase
WP_011378297.1,helix-hairpin-helix domain-containing protein
WP_011378298.1,NAD(P)/FAD-dependent oxidoreductase
WP_011378299.1,type II secretion system F family protein
WP_011378300.1,type IV pilus twitching motility protein PilT
WP_011378301.1,GspE/PulE family protein
WP_011378302.1,nucleotide exchange factor GrpE
WP_011378303.1,molecular chaperone DnaK
WP_011378304.1,small ribosomal subunit biogenesis GTPase RsgA
WP_011378305.1,histidine phosphatase family protein
WP_011378306.1,acetate/propionate family kinase
WP_011378307.1,glycosyltransferase family 2 protein
WP_011378308.1,chlorophyll synthase ChlG
WP_011378309.1,imidazole glycerol phosphate synthase subunit HisF
WP_011378310.1,hypothetical protein
WP_011378312.1,NAD(P)H-quinone oxidoreductase subunit F
WP_011378313.1,proton-translocating NADH-quinone oxidoreductase subunit NdhD3
WP_011378314.1,CO2 hydration protein
WP_011378315.1,diguanylate cyclase domain-containing protein
WP_011378316.1,DUF1853 family protein
WP_011378317.1,ABC transporter substrate-binding protein
WP_011378318.1,hypothetical protein
WP_011378319.1,ABC transporter ATP-binding protein
WP_011378320.1,ROK family protein
WP_011378321.1,ribose-phosphate pyrophosphokinase
WP_011378322.1,two component system sensor histidine kinase SasA
WP_011378323.1,alpha/beta hydrolase
WP_011378324.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
WP_011378325.1,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
WP_011378326.1,Mini-ribonuclease 3
WP_011378327.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
WP_011378328.1,anthranilate phosphoribosyltransferase
WP_011378329.1,histone deacetylase family protein
WP_011378330.1,phycobilisome degradation protein NblA
WP_011378331.1,transglycosylase SLT domain-containing protein
WP_011378332.1,phosphoglucosamine mutase
WP_011378334.1,4-hydroxy-tetrahydrodipicolinate reductase
WP_011378335.1,type II toxin-antitoxin system HicA family toxin
WP_011378336.1,translation initiation factor
WP_011378337.1,thermonuclease family protein
WP_011378338.1,carbon-nitrogen hydrolase
WP_011378340.1,glycosyltransferase family 2 protein
WP_011378341.1,HlyD family secretion protein
WP_011378343.1,hypothetical protein
WP_011378345.1,type I glutamate--ammonia ligase
WP_011378346.1,pyridoxal-phosphate-dependent aminotransferase family protein
WP_011378348.1,hypothetical protein
WP_011378349.1,DNA helicase PcrA
WP_011378350.1,Fur family transcriptional regulator
WP_011378352.1,site-2 protease family protein
WP_011378353.1,hypothetical protein
WP_011378354.1,ribonuclease HI
WP_011378355.1,cation:proton antiporter
WP_011378357.1,sensor domain-containing diguanylate cyclase
WP_011378358.1,HD family phosphohydrolase
WP_011378359.1,CHASE2 domain-containing protein
WP_011378360.1,FecR family protein
WP_011378361.1,glutamate 5-kinase
WP_011378362.1,trans-splicing intein-formed DNA polymerase III subunit alpha N-terminal partner DnaE-N
WP_011378363.1,cupin domain-containing protein
WP_011378364.1,alanine racemase
WP_011378365.1,tRNA pseudouridine(38-40) synthase TruA
WP_011378366.1,50S ribosomal protein L2
WP_011378368.1,MFS transporter
WP_011378369.1,glutamate-5-semialdehyde dehydrogenase
WP_011378370.1,ArnT family glycosyltransferase
WP_011378371.1,DNA mismatch repair protein MutS
WP_011378372.1,adenosylmethionine decarboxylase
WP_011378373.1,DNA replication/repair protein RecF
WP_011378377.1,DUF3370 family protein
WP_011378378.1,NAD(P)H dehydrogenase subunit NdhS
WP_011378380.1,hypothetical protein
WP_011378381.1,histidine--tRNA ligase
WP_011378382.1,extracellular solute-binding protein
WP_011378383.1,hypothetical protein
WP_011378385.1,ammonium transporter
WP_011378386.1,DICT sensory domain-containing protein
WP_011378387.1,DUF554 domain-containing protein
WP_011378388.1,alpha/beta fold hydrolase
WP_011378390.1,3-deoxy-8-phosphooctulonate synthase
WP_011378391.1,O-antigen ligase family protein
WP_011378392.1,glycosyltransferase
WP_011378393.1,hypothetical protein
WP_011378394.1,type III glutamate--ammonia ligase
WP_011378395.1,transaldolase
WP_011378396.1,hypothetical protein
WP_011378397.1,dihydropteroate synthase
WP_011378398.1,NAD(+) kinase
WP_011378400.1,peroxiredoxin
WP_011378401.1,pyridoxal phosphate-dependent decarboxylase family protein
WP_011378402.1,hypothetical protein
WP_011378403.1,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
WP_011378404.1,heavy metal translocating P-type ATPase
WP_011378405.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
WP_011378407.1,HD domain-containing protein
WP_011378408.1,carboxyl-terminal processing protease CtpA
WP_011378409.1,class 1 fructose-bisphosphatase
WP_011378410.1,hypothetical protein
WP_011378411.1,N-acetylmuramoyl-L-alanine amidase
WP_011378412.1,hypothetical protein
WP_011378413.1,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
WP_011378414.1,CbiQ family ECF transporter T component
WP_011378415.1,photosystem I reaction center protein subunit XI
WP_011378416.1,HEAT repeat domain-containing protein
WP_011378419.1,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
WP_011378420.1,nickel pincer cofactor biosynthesis protein LarC
WP_011378421.1,"ribosome hibernation-promoting factor, HPF/YfiA family"
WP_011378422.1,Crp/Fnr family transcriptional regulator
WP_011378424.1,cation:proton antiporter
WP_011378425.1,N-acetylmuramoyl-L-alanine amidase
WP_011378426.1,solanesyl diphosphate synthase
WP_011378428.1,peptide chain release factor 3
WP_011378429.1,Nif11-like leader peptide family natural product precursor
WP_011378430.1,DUF4359 domain-containing protein
WP_011378431.1,efflux RND transporter permease subunit
WP_011378432.1,hypothetical protein
WP_011378433.1,DUF1611 domain-containing protein
WP_011378434.1,cell division protein FtsQ/DivIB
WP_011378435.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
WP_011378437.1,pyruvate:ferredoxin (flavodoxin) oxidoreductase
WP_011378438.1,hydrogenase formation protein HypD
WP_011378442.1,SDR family NAD(P)-dependent oxidoreductase
WP_011378443.1,ATP-dependent nuclease
WP_011378444.1,Holliday junction resolvase RuvX
WP_011378445.1,N-acetyltransferase
WP_011378446.1,hypothetical protein
WP_011378447.1,ComF family protein
WP_011378448.1,PPC domain-containing DNA-binding protein
WP_011378450.1,RidA family protein
WP_011378451.1,adenylosuccinate synthase
WP_011378453.1,slipin family protein
WP_011378455.1,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
WP_011378456.1,DUF975 family protein
WP_011378457.1,NmrA family NAD(P)-binding protein
WP_011378458.1,sulfurtransferase
WP_011378459.1,MotA/TolQ/ExbB proton channel family protein
WP_011378460.1,hypothetical protein
WP_011378461.1,Uma2 family endonuclease
WP_011378462.1,alpha/beta fold hydrolase
WP_011378463.1,polyribonucleotide nucleotidyltransferase
WP_011378464.1,phosphate ABC transporter ATP-binding protein PstB
WP_011378465.1,phosphate ABC transporter permease subunit PstC
WP_011378466.1,GTPase HflX
WP_011378467.1,peroxiredoxin
WP_011378468.1,secretin N-terminal domain-containing protein
WP_011378469.1,hypothetical protein
WP_011378470.1,PilN domain-containing protein
WP_011378472.1,glycine--tRNA ligase subunit alpha
WP_011378473.1,ComEC/Rec2 family competence protein
WP_011378474.1,agmatine deiminase family protein
WP_011378475.1,FGGY-family carbohydrate kinase
WP_011378476.1,methionine adenosyltransferase
WP_011378477.1,DUF6761 family protein
WP_011378478.1,response regulator transcription factor
WP_011378479.1,molecular chaperone DnaK
WP_011378480.1,DUF502 domain-containing protein
WP_011378486.1,type IV pilus modification PilV family protein
WP_011378487.1,hypothetical protein
WP_011378488.1,DUF29 family protein
WP_011378489.1,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
WP_011378490.1,four-carbon acid sugar kinase family protein
WP_011378491.1,protochlorophyllide reductase
WP_011378494.1,SRPBCC family protein
WP_011378495.1,30S ribosomal protein S12 methylthiotransferase RimO
WP_011378497.1,hypothetical protein
WP_011378498.1,glycogen synthase GlgA
WP_011378499.1,bifunctional diguanylate cyclase/phosphodiesterase
WP_011378500.1,LOG family protein
WP_011378501.1,PhoH family protein
WP_011378502.1,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
WP_011378504.1,trigger factor
WP_011378506.1,lecithin retinol acyltransferase family protein
WP_011378507.1,DUF4278 domain-containing protein
WP_011378508.1,30S ribosomal protein S2
WP_011378509.1,alpha/beta fold hydrolase
WP_011378512.1,J domain-containing protein
WP_011378513.1,thylakoid membrane photosystem I accumulation factor
WP_011378515.1,hypothetical protein
WP_011378516.1,Ni/Fe hydrogenase subunit alpha
WP_011378517.1,bidirectional hydrogenase complex protein HoxU
