old_locus_tag,protein_id
all3459,WP_010997609.1
alr3460,WP_010997610.1
all3461,WP_010997611.1
all3462,WP_044521776.1
alr3464,WP_044521778.1
all3465,WP_010997615.1
alr3466,WP_044521781.1
asr3467,WP_010997617.1
asr3468,WP_010997618.1
alr3469,WP_010997619.1
asl3470,WP_010997620.1
alr3471,WP_010997621.1
alr3472,WP_010997622.1
alr3473,WP_010997623.1
alr3474,WP_231865474.1
alr3475,WP_010997625.1
alr3476,WP_010997626.1
asr3478,WP_010997628.1
alr3479,WP_010997629.1
asl3480,WP_126987287.1
alr3481,WP_010997631.1
alr3482,WP_010997632.1
asr3483,WP_010997633.1
alr3485,WP_010997635.1
all3487,WP_010997637.1
all3488,WP_010997638.1
alr3490,WP_010997640.1
alr3491,WP_010997641.1
alr3492,WP_044521788.1
alr3495,WP_010997645.1
alr3496,WP_010997646.1
alr3497,WP_010997647.1
all3499,WP_010997649.1
all3500,WP_010997650.1
asl3501,WP_010997651.1
all3502,WP_010997652.1
all3503,WP_010997653.1
alr3504,WP_010997654.1
alr3505,WP_010997655.1
alr3506,WP_044523171.1
alr3507,WP_010997657.1
alr3508,WP_010997658.1
all3509,WP_010997659.1
alr3510,WP_010997660.1
alr3511,WP_044521794.1
alr3512,WP_010997662.1
alr3513,WP_010997663.1
alr3514,WP_010997664.1
all3515,WP_010997665.1
all3516,WP_010997666.1
asl3517,WP_010997667.1
all3519,WP_010997669.1
all3520,WP_010997670.1
all3521,WP_010997671.1
alr3522,WP_010997672.1
asl3523,WP_010997673.1
alr3524,WP_010997674.1
alr3525,WP_010997675.1
all3526,WP_010997676.1
alr3527,WP_010997677.1
alr3528,WP_010997678.1
alr3529,WP_010997679.1
all3530,WP_010997680.1
all3531,WP_010997681.1
all3532,WP_010997682.1
alr3533,WP_010997683.1
all3534,WP_010997684.1
alr3535,WP_010997685.1
all3536,WP_269083605.1
alr3537,WP_010997687.1
all3538,WP_010997688.1
alr3539,WP_010997689.1
all3540,WP_010997690.1
all3541,WP_010997691.1
all3542,WP_010997692.1
alr3543,WP_010997693.1
asr3544,WP_010997694.1
all3545,WP_010997695.1
alr3546,WP_044521801.1
alr3547,WP_010997697.1
alr3548,WP_010997698.1
all3551,WP_010997701.1
all3552,WP_010997702.1
alr3553,WP_010997703.1
alr3554,WP_010997704.1
all3555,WP_010997705.1
all3556,WP_010997706.1
all3557,WP_010997707.1
all3558,WP_010997708.1
all3559,WP_010997709.1
alr3561,WP_010997711.1
alr3562,WP_044521805.1
all3563,WP_010997713.1
all3564,WP_044521807.1
alr3565,WP_010997715.1
all3566,WP_010997716.1
all3567,WP_010997717.1
all3568,WP_010997718.1
all3569,WP_010997719.1
all3570,WP_010997720.1
all3572,WP_010997721.1
alr3573,WP_010997722.1
all3574,WP_010997723.1
all3575,WP_010997724.1
alr3576,WP_010997725.1
alr3577,WP_010997726.1
all3578,WP_010997727.1
all3579,WP_010997728.1
all3580,WP_010997729.1
all3581,WP_044521815.1
all3582,WP_010997731.1
alr3583,WP_190449811.1
alr3584,WP_010997733.1
all3585,WP_010997734.1
all3586,WP_010997735.1
all3587,WP_010997736.1
alr3588,WP_010997737.1
alr3589,WP_010997738.1
alr3590,WP_010997739.1
alr3591,WP_044521823.1
alr3592,WP_010997741.1
alr3593,WP_010997742.1
alr3594,WP_010997743.1
asl3595,WP_010997744.1
alr3596,WP_010997745.1
asl3597,WP_010997746.1
alr3599,WP_010997748.1
all3600,WP_010997749.1
alr3601,WP_010997750.1
alr3602,WP_044523181.1
alr3603,WP_010997752.1
all3604,WP_044521832.1
alr3606,WP_010997755.1
alr3607,WP_010997756.1
alr3608,WP_010997757.1
asl3609,WP_010997758.1
all3613,WP_044521835.1
alr3614,WP_044523185.1
all3615,WP_010997762.1
all3616,WP_010997763.1
alr3618,WP_010997765.1
alr3619,WP_231865474.1
alr3620,WP_010997766.1
asr3621,WP_010997767.1
alr3622,WP_010997768.1
alr3623,WP_010997769.1
all3624,WP_010995738.1
all3626,WP_126987735.1
all3628,WP_044521839.1
all3629,WP_010997774.1
all3630,WP_010997775.1
all3631,WP_010997776.1
all3632,WP_231865476.1
all3633,WP_010997778.1
all3634,WP_010997779.1
all3635,WP_044521851.1
alr3639,WP_010997783.1
alr3640,WP_010997784.1
alr3641,WP_199315928.1
all3642,WP_010997786.1
all3643,WP_190449808.1
alr3644,WP_010997788.1
alr3645,WP_010997789.1
alr3646,WP_010997790.1
alr3647,WP_010997791.1
alr3648,WP_010997792.1
alr3649,WP_010997793.1
all3650,WP_010997794.1
all3651,WP_010997795.1
all3652,WP_010997796.1
all3653,WP_010997797.1
alr3654,WP_010997798.1
alr3655,WP_010997799.1
asl3656,WP_010997800.1
alr3658,WP_010997802.1
alr3659,WP_010997803.1
all3660,WP_010997804.1
alr3661,WP_010997805.1
alr3662,WP_010997806.1
alr3666,WP_010997810.1
alr3667,WP_010997811.1
alr3668,WP_010997812.1
all3669,WP_010997813.1
alr3670,WP_010997814.1
alr3671,WP_044521872.1
alr3672,WP_010997816.1
all3673,WP_010997817.1
asl3674,WP_010997818.1
all3675,WP_010997819.1
alr3676,WP_010997820.1
all3677,WP_010997821.1
all3678,WP_010997822.1
all3679,WP_010997823.1
all3680,WP_010997824.1
alr3681,WP_010997825.1
alr3683,WP_010997826.1
alr3684,WP_010997827.1
alr3685,WP_010997828.1
asr3686,WP_010997829.1
all3687,WP_190449806.1
all3688,WP_010997831.1
alr3690,WP_010997833.1
all3691,WP_044521884.1
alr3692,WP_010997835.1
alr3693,WP_010997836.1
all3695,WP_010997838.1
alr3698,WP_010997841.1
alr3699,WP_010997842.1
all3702,WP_010997845.1
alr3703,WP_044521901.1
all3704,WP_010997847.1
alr3705,WP_010997848.1
alr3706,WP_190449801.1
alr3707,WP_010997850.1
alr3710,WP_010997853.1
alr3711,WP_010997854.1
alr3712,WP_010997855.1
all3713,WP_010997856.1
alr3714,WP_010997857.1
alr3715,WP_010997858.1
alr3716,WP_010997859.1
all3717,WP_010997860.1
alr3718,WP_044521903.1
all3719,WP_010997862.1
alr3720,WP_010997863.1
asl3721,WP_010997864.1
all3722,WP_010997865.1
alr3723,WP_010997866.1
alr3724,WP_010997867.1
alr3725,WP_010997868.1
asl3726,WP_010997869.1
alr3727,WP_010997721.1
all3728,WP_044521910.1
alr3729,WP_010997871.1
alr3730,WP_010997872.1
alr3731,WP_010997873.1
alr3732,WP_126987143.1
all3733,WP_010997875.1
all3735,WP_010997876.1
all3736,WP_010997877.1
alr3737,WP_010997878.1
alr3738,WP_010997879.1
alr3739,WP_010997880.1
all3740,WP_010997881.1
all3741,WP_010997882.1
alr3742,WP_010997883.1
all3743,WP_010997884.1
all3744,WP_010997885.1
all3745,WP_010997886.1
all3746,WP_010997887.1
all3747,WP_010997888.1
all3748,WP_010997889.1
alr3749,WP_010997890.1
all3750,WP_010997891.1
alr3751,WP_010997892.1
alr3752,WP_010997893.1
all3753,WP_010997894.1
alr3754,WP_010997895.1
alr3755,WP_010997896.1
alr3756,WP_010997897.1
alr3757,WP_044521920.1
alr3758,WP_010997899.1
all3759,WP_010997900.1
alr3760,WP_010997901.1
alr3761,WP_010997902.1
alr3762,WP_010997903.1
all3764,WP_010997905.1
all3765,WP_010997906.1
all3766,WP_010997907.1
all3767,WP_044521924.1
alr3768,WP_010997909.1
alr3769,WP_044521926.1
alr3771,WP_010997912.1
all3772,WP_010997913.1
all3773,WP_010997914.1
alr3774,WP_010997915.1
alr3775,WP_010997916.1
all3776,WP_010997917.1
asl3777,WP_010997918.1
asl3778,WP_010997919.1
all3779,WP_010997920.1
all3781,WP_010997922.1
all3782,WP_010997923.1
asl3784,WP_010997925.1
all3785,WP_010997926.1
all3786,WP_044521933.1
all3787,WP_010997928.1
all3788,WP_010997929.1
alr3789,WP_010997930.1
alr3790,WP_010997931.1
all3791,WP_010997932.1
all3792,WP_010997933.1
all3793,WP_010997934.1
all3794,WP_010997935.1
alr3795,WP_010997936.1
all3797,WP_010997938.1
alr3798,WP_010997939.1
alr3799,WP_010997940.1
alr3800,WP_010997941.1
alr3801,WP_010997942.1
all3802,WP_044521937.1
alr3803,WP_199315744.1
alr3804,WP_010997945.1
all3805,WP_044521940.1
alr3806,WP_010997947.1
alr3807,WP_010997948.1
alr3808,WP_010997949.1
alr3809,WP_010997950.1
alr3810,WP_044523203.1
alr3813,WP_010997954.1
alr3814,WP_010997955.1
alr3815,WP_010997956.1
alr3816,WP_044521948.1
alr3817,WP_149028800.1
alr3818,WP_010997959.1
all3819,WP_010997960.1
all3820,WP_010997961.1
all3821,WP_010997962.1
all3822,WP_010997963.1
alr3823,WP_010997964.1
alr3824,WP_010997965.1
alr3825,WP_010997966.1
all3826,WP_010997967.1
alr3827,WP_010997968.1
alr3828,WP_010997969.1
alr3829,WP_010997970.1
asr3830,WP_010997971.1
alr3832,WP_010997973.1
alr3833,WP_010997974.1
asr3834,WP_010997975.1
all3835,WP_010997976.1
all3836,WP_010997977.1
all3837,WP_010997978.1
all3838,WP_010997979.1
all3839,WP_044521952.1
all3840,WP_010997981.1
all3841,WP_010997982.1
all3842,WP_010997983.1
alr3843,WP_010997984.1
alr3844,WP_010997985.1
asr3845,WP_010997986.1
asl3849,WP_010997990.1
all3850,WP_010997991.1
asl3851,WP_010997992.1
all3852,WP_010997993.1
all3853,WP_010997994.1
all3854,WP_010997995.1
alr3855,WP_044521955.1
alr3857,WP_010997998.1
alr3858,WP_010997999.1
all3859,WP_010998000.1
asl3860,WP_010998001.1
all3862,WP_010998003.1
alr3863,WP_010998004.1
alr3864,WP_010998005.1
all3865,WP_010998006.1
all3866,WP_010998007.1
alr3867,WP_044521961.1
asl3868,WP_010998009.1
all3870,WP_010998011.1
alr3871,WP_010998012.1
all3872,WP_010998013.1
all3873,WP_010998014.1
alr3874,WP_010998015.1
all3875,WP_010998016.1
all3876,WP_010998017.1
alr3877,WP_010998018.1
all3879,WP_010998020.1
all3880,WP_044521962.1
alr3882,WP_010998023.1
alr3883,WP_010998024.1
alr3884,WP_010998025.1
alr3885,WP_010998026.1
asr3886,WP_010998027.1
alr3887,WP_010998028.1
alr3890,WP_010998031.1
all3891,WP_010998032.1
all3892,WP_309295002.1
all3893,WP_010998034.1
all3895,WP_010998036.1
alr3896,WP_010998037.1
alr3897,WP_010998038.1
all3898,WP_010998039.1
all3899,WP_044521981.1
alr3900,WP_044521983.1
alr3901,WP_010998042.1
all3902,WP_010998043.1
all3903,WP_010998044.1
alr3904,WP_010998045.1
alr3905,WP_010998046.1
alr3906,WP_010998047.1
alr3907,WP_010998048.1
all3908,WP_010998049.1
all3909,WP_010998050.1
alr3910,WP_010998051.1
alr3911,WP_044521986.1
alr3912,WP_010998053.1
all3913,WP_010998054.1
all3914,WP_010998055.1
alr3915,WP_010998056.1
all3916,WP_231865481.1
alr3917,WP_010998058.1
all3918,WP_044521989.1
alr3919,WP_010998060.1
alr3920,WP_010998061.1
alr3921,WP_010998062.1
all3922,WP_010998063.1
all3924,WP_044523212.1
alr3925,WP_044521991.1
alr3926,WP_010998067.1
all3927,WP_010998068.1
asl3928,WP_044523213.1
alr3931,WP_010998072.1
alr3932,WP_010998073.1
all3933,WP_010998074.1
alr3934,WP_010998075.1
asr3935,WP_010998076.1
alr3936,WP_044522000.1
alr3937,WP_010998078.1
alr3938,WP_010998079.1
all3939,WP_010998080.1
all3940,WP_010998081.1
all3941,WP_010998082.1
all3942,WP_010998083.1
alr3943,WP_190449656.1
alr3944,WP_010998085.1
alr3945,WP_010998086.1
alr3946,WP_010998087.1
alr3947,WP_010998088.1
alr3948,WP_010998089.1
alr3949,WP_044522008.1
alr3950,WP_010998091.1
alr3952,WP_010998093.1
all3953,WP_010998094.1
alr3954,WP_010998095.1
alr3955,WP_010998096.1
alr3956,WP_010998097.1
alr3957,WP_010998098.1
alr3958,WP_190449649.1
alr3959,WP_010998100.1
asr3960,WP_010998101.1
all3963,WP_044523218.1
all3964,WP_010998105.1
alr3965,WP_010998106.1
asl3966,WP_044522014.1
all3967,WP_010998108.1
alr3968,WP_010998109.1
all3969,WP_010998110.1
all3970,WP_010998111.1
all3971,WP_010998112.1
all3972,WP_010998113.1
asl3973,WP_010998114.1
all3975,WP_044522029.1
all3976,WP_010998117.1
all3977,WP_011318527.1
alr3979,WP_010998120.1
alr3980,WP_010998121.1
alr3982,WP_010998123.1
all3983,WP_044522039.1
all3984,WP_010998125.1
all3985,WP_199315741.1
all3986,WP_010994068.1
all3987,WP_010998127.1
alr3988,WP_010998128.1
all3989,WP_010998129.1
alr3990,WP_010998130.1
all3991,WP_010998131.1
asr3992,WP_010998132.1
alr3993,WP_010998133.1
alr3994,WP_010998134.1
alr3995,WP_010998135.1
alr3996,WP_010998136.1
alr3997,WP_010998137.1
asl3998,WP_010998138.1
all3999,WP_190449765.1
all4000,WP_010998140.1
all4001,WP_010998141.1
all4002,WP_010998142.1
all4003,WP_010998143.1
alr4005,WP_010998145.1
all4006,WP_010998146.1
alr4007,WP_044522043.1
all4008,WP_010998148.1
alr4009,WP_044522047.1
alr4010,WP_010998150.1
alr4011,WP_010998151.1
all4012,WP_010998152.1
all4013,WP_010998153.1
asl4014,WP_010998154.1
alr4015,WP_010998155.1
alr4016,WP_010998156.1
alr4017,WP_010998157.1
all4018,WP_010998158.1
all4019,WP_010998159.1
all4020,WP_010998160.1
all4021,WP_010998161.1
asl4022,WP_010998162.1
all4023,WP_044522056.1
all4024,WP_010998164.1
all4025,WP_010998165.1
all4026,WP_044523223.1
alr4027,WP_010998167.1
alr4030,WP_010998170.1
alr4031,WP_096637271.1
alr4032,WP_010998172.1
alr4033,WP_044522062.1
asl4034,WP_010998174.1
all4035,WP_010998175.1
alr4036,WP_010998176.1
all4037,WP_010998177.1
all4038,WP_010998178.1
all4040,WP_010998180.1
all4041,WP_010998181.1
all4042,WP_010998182.1
alr4043,WP_010998183.1
alr4044,WP_010998184.1
alr4045,WP_010998185.1
alr4046,WP_010998186.1
asl4047,WP_010998187.1
asr4048,WP_010998188.1
all4049,WP_010998189.1
all4050,WP_044522071.1
all4051,WP_010998191.1
all4052,WP_010998192.1
asl4053,WP_044522074.1
alr4054,WP_010998194.1
all4055,WP_010998195.1
alr4056,WP_010998196.1
alr4057,WP_010998197.1
alr4058,WP_010998198.1
alr4059,WP_010998199.1
alr4060,WP_044522076.1
alr4061,WP_010998201.1
alr4062,WP_044522078.1
all4063,WP_010998203.1
alr4064,WP_010998204.1
alr4065,WP_010998205.1
alr4066,WP_010998206.1
alr4067,WP_010998207.1
alr4068,WP_010998208.1
alr4069,WP_010998209.1
all4070,WP_049942504.1
all4071,WP_010998211.1
alr4072,WP_010998212.1
all4073,WP_044522079.1
all4074,WP_010998214.1
alr4075,WP_010998215.1
asr4076,WP_010998216.1
alr4077,WP_010998217.1
all4078,WP_044522081.1
alr4079,WP_010998219.1
all4080,WP_010998220.1
all4081,WP_010998221.1
all4083,WP_010998223.1
all4084,WP_010998224.1
all4085,WP_010998225.1
alr4086,WP_010998226.1
all4087,WP_044522083.1
alr4088,WP_010998228.1
all4089,WP_010998229.1
all4090,WP_044522084.1
all4092,WP_010998232.1
asr4093,WP_010998233.1
alr4094,WP_010998234.1
alr4095,WP_010998235.1
all4096,WP_010998236.1
all4097,WP_010998237.1
asl4098,WP_010998238.1
alr4099,WP_010998239.1
alr4100,WP_010998240.1
all4101,WP_010998241.1
all4102,WP_010998242.1
all4103,WP_010998243.1
alr4104,WP_010994068.1
all4106,WP_010998245.1
all4107,WP_044522089.1
all4109,WP_010998248.1
all4110,WP_010998249.1
alr4111,WP_010998250.1
alr4112,WP_010998251.1
all4113,WP_010998252.1
alr4114,WP_010998253.1
alr4115,WP_010998254.1
all4116,WP_044523236.1
all4117,WP_010998256.1
all4118,WP_010998257.1
alr4119,WP_011317642.1
all4120,WP_010998259.1
all4121,WP_010998260.1
alr4123,WP_010998262.1
alr4124,WP_010998263.1
all4125,WP_044522097.1
all4126,WP_010998265.1
all4127,WP_010998266.1
all4128,WP_010998267.1
alr4129,WP_010998268.1
all4130,WP_010998269.1
all4131,WP_010998270.1
alr4132,WP_010998271.1
asr4133,WP_010998272.1
alr4134,WP_010998273.1
all4135,WP_231865482.1
asl4136,WP_010998275.1
asl4137,WP_044522098.1
asl4138,WP_010998277.1
all4139,WP_010998278.1
all4140,WP_010998279.1
all4142,WP_010998281.1
all4143,WP_010998282.1
all4144,WP_010998283.1
all4145,WP_010998284.1
asl4146,WP_010998285.1
alr4147,WP_010998286.1
all4148,WP_010998287.1
alr4149,WP_044522099.1
alr4150,WP_010998289.1
alr4151,WP_010998290.1
all4152,WP_010998291.1
alr4153,WP_044522100.1
asr4154,WP_010998293.1
all4155,WP_044522102.1
alr4156,WP_010998295.1
alr4157,WP_010998296.1
alr4158,WP_044522105.1
all4159,WP_010998298.1
all4160,WP_044522107.1
alr4161,WP_010998300.1
all4162,WP_010998301.1
all4163,WP_044522112.1
alr4164,WP_044522113.1
alr4165,WP_010998304.1
alr4166,WP_010998305.1
alr4167,WP_044523240.1
alr4168,WP_010998307.1
alr4169,WP_010998308.1
alr4170,WP_010998309.1
alr4171,WP_010998310.1
alr4172,WP_010998311.1
alr4173,WP_010998312.1
alr4174,WP_010998313.1
alr4175,WP_010998314.1
alr4176,WP_044522116.1
alr4178,WP_010998317.1
all4179,WP_010998318.1
all4180,WP_010998319.1
asl4181,WP_010998320.1
all4182,WP_010998321.1
all4183,WP_010998322.1
all4184,WP_010998323.1
all4185,WP_010998324.1
asl4186,WP_010998325.1
all4187,WP_010998326.1
all4188,WP_010998327.1
all4189,WP_010998328.1
all4190,WP_010998329.1
all4191,WP_010998330.1
all4192,WP_010998331.1
all4193,WP_010998332.1
asl4195,WP_006276978.1
all4196,WP_010998334.1
all4197,WP_010998335.1
all4198,WP_010998336.1
all4199,WP_010998337.1
all4200,WP_010998338.1
all4201,WP_010998339.1
all4202,WP_010998340.1
all4203,WP_010998341.1
asl4204,WP_010998342.1
all4205,WP_010998343.1
asl4206,WP_010998344.1
asl4207,WP_010998345.1
all4208,WP_010998346.1
all4209,WP_010998347.1
all4210,WP_010998348.1
asl4211,WP_010998349.1
all4212,WP_010998350.1
all4213,WP_010998351.1
all4214,WP_010998352.1
all4215,WP_010998353.1
alr4216,WP_010998354.1
all4217,WP_010998355.1
all4218,WP_010998356.1
all4219,WP_010998357.1
all4220,WP_010998358.1
all4221,WP_010998359.1
alr4222,WP_049942531.1
alr4223,WP_010998361.1
alr4224,WP_010998362.1
all4225,WP_010998363.1
alr4226,WP_010998364.1
alr4229,WP_010998367.1
alr4230,WP_010998368.1
all4231,WP_010998369.1
alr4232,WP_010998370.1
all4233,WP_010998371.1
alr4235,WP_010998373.1
alr4238,WP_010998376.1
alr4239,WP_010998377.1
alr4240,WP_010998378.1
alr4241,WP_010998379.1
all4242,WP_010998380.1
all4243,WP_010998381.1
asl4244,WP_010998382.1
all4245,WP_010998383.1
all4246,WP_010998384.1
alr4247,WP_044523251.1
all4248,WP_010998386.1
alr4249,WP_010998387.1
alr4250,WP_010998388.1
alr4251,WP_010998389.1
all4252,WP_010998390.1
asl4253,WP_190449732.1
all4254,WP_044522125.1
alr4255,WP_044522128.1
alr4259,WP_010998397.1
all4260,WP_010998398.1
all4261,WP_010998399.1
alr4264,WP_044522134.1
all4265,WP_044522136.1
alr4267,WP_231865573.1
alr4268,WP_010998406.1
alr4269,WP_010998407.1
alr4270,WP_010998408.1
alr4271,WP_010998409.1
all4272,WP_010998410.1
alr4273,WP_044523254.1
all4274,WP_010998412.1
alr4275,WP_084789114.1
all4276,WP_010998414.1
alr4277,WP_010998415.1
alr4278,WP_126987203.1
all4279,WP_010998417.1
alr4280,WP_010998418.1
alr4281,WP_044522141.1
alr4282,WP_044522143.1
all4283,WP_010998421.1
all4284,WP_010998422.1
all4285,WP_010998423.1
all4286,WP_010998424.1
all4289,WP_010998427.1
alr4290,WP_010998428.1
alr4291,WP_010998429.1
alr4293,WP_010998431.1
all4294,WP_010998432.1
all4295,WP_010998433.1
all4296,WP_010998434.1
all4297,WP_010998435.1
all4298,WP_010998436.1
all4299,WP_044522148.1
all4300,WP_010998438.1
asr4302,WP_044522151.1
all4303,WP_010998441.1
all4304,WP_010998442.1
alr4305,WP_126987443.1
all4306,WP_010998444.1
all4307,WP_044522153.1
alr4308,WP_044522154.1
alr4309,WP_010998447.1
alr4310,WP_010998448.1
alr4311,WP_010998449.1
all4312,WP_010998450.1
asr4313,WP_010998451.1
all4315,WP_010998453.1
all4316,WP_010998454.1
asl4317,WP_010998455.1
alr4318,WP_010998456.1
asr4319,WP_010998457.1
alr4320,WP_010998458.1
asr4321,WP_010998459.1
alr4322,WP_044522156.1
alr4323,WP_010998461.1
all4324,WP_044522157.1
asl4325,WP_010998463.1
alr4326,WP_044522158.1
all4327,WP_010998465.1
asl4328,WP_010998466.1
alr4329,WP_010998467.1
alr4330,WP_010998468.1
alr4331,WP_010998469.1
alr4332,WP_010998470.1
all4333,WP_010998471.1
alr4334,WP_010998472.1
all4335,WP_010998473.1
all4336,WP_010998474.1
all4337,WP_010998475.1
all4338,WP_010998476.1
all4339,WP_010998477.1
all4340,WP_006196398.1
all4341,WP_010998478.1
all4342,WP_010998479.1
all4343,WP_010998480.1
alr4344,WP_010998481.1
all4345,WP_010998482.1
alr4346,WP_010998483.1
alr4347,WP_010998484.1
all4348,WP_010998485.1
all4349,WP_010998486.1
all4350,WP_010998487.1
alr4351,WP_044523268.1
asr4352,WP_010998489.1
asl4353,WP_010998490.1
alr4354,WP_010998491.1
all4355,WP_010998492.1
all4358,WP_010998495.1
alr4359,WP_010998496.1
alr4360,WP_010998497.1
asl4361,WP_010998498.1
asl4362,WP_010998499.1
alr4363,WP_269083608.1
all4364,WP_044522163.1
all4365,WP_010998502.1
alr4366,WP_010998503.1
all4367,WP_231865484.1
alr4368,WP_010998505.1
asl4369,WP_010998506.1
alr4370,WP_010998507.1
all4371,WP_190449762.1
alr4373,WP_044522166.1
all4374,WP_010998511.1
all4375,WP_010998512.1
all4376,WP_010998513.1
all4377,WP_010998514.1
all4378,WP_010998515.1
all4379,WP_010998516.1
alr4380,WP_010998517.1
all4381,WP_010998518.1
all4382,WP_010998519.1
alr4383,WP_010998520.1
all4384,WP_010998521.1
alr4385,WP_010998522.1
alr4386,WP_010998523.1
all4387,WP_010998524.1
all4388,WP_010998525.1
all4389,WP_010998526.1
all4390,WP_010998527.1
all4391,WP_041456288.1
alr4392,WP_010998529.1
alr4393,WP_010998530.1
alr4394,WP_010998531.1
asl4395,WP_010998532.1
all4396,WP_010998533.1
all4397,WP_010998534.1
alr4398,WP_010998535.1
all4401,WP_010998536.1
all4402,WP_010998537.1
all4403,WP_010998538.1
alr4404,WP_010998539.1
alr4405,WP_010998540.1
all4407,WP_044522174.1
all4408,WP_044523269.1
all4410,WP_010998545.1
all4411,WP_010998546.1
alr4412,WP_010998547.1
all4413,WP_010998548.1
all4414,WP_010998549.1
all4415,WP_010998550.1
alr4416,WP_010998551.1
alr4417,WP_010998552.1
all4418,WP_010998553.1
all4420,WP_044522179.1
all4422,WP_010998557.1
all4423,WP_010998558.1
all4424,WP_010998559.1
all4425,WP_010998560.1
all4426,WP_010998561.1
all4427,WP_010998562.1
all4428,WP_010998563.1
all4429,WP_010998564.1
all4430,WP_010998565.1
all4431,WP_010998566.1
all4432,WP_010998567.1
all4433,WP_010998568.1
alr4435,WP_010998570.1
all4436,WP_010998571.1
all4441,WP_010998574.1
all4442,WP_010998575.1
all4443,WP_010998576.1
all4444,WP_010998577.1
all4445,WP_010998578.1
all4446,WP_010998579.1
alr4447,WP_010998580.1
alr4448,WP_010998581.1
all4450,WP_010998583.1
asl4451,WP_010998584.1
all4453,WP_010998586.1
alr4454,WP_084789116.1
alr4455,WP_010998588.1
alr4456,WP_010998589.1
asr4457,WP_010998590.1
all4458,WP_010998591.1
all4459,WP_010998592.1
all4460,WP_010998593.1
all4461,WP_010998594.1
all4462,WP_084789117.1
all4463,WP_010998596.1
all4464,WP_010998597.1
all4465,WP_010998598.1
alr4466,WP_044522187.1
all4467,WP_010998600.1
alr4468,WP_044522189.1
alr4469,WP_010998602.1
asr4470,WP_010998603.1
asr4471,WP_044522191.1
all4472,WP_010998605.1
all4473,WP_010998606.1
all4474,WP_010998607.1
all4475,WP_010998608.1
all4476,WP_231865485.1
all4477,WP_044522197.1
all4478,WP_010998611.1
all4479,WP_010998612.1
all4480,WP_010998613.1
all4481,WP_010998614.1
asl4482,WP_010998615.1
alr4484,WP_010998617.1
alr4485,WP_010998618.1
alr4486,WP_010998619.1
alr4488,WP_010998621.1
alr4489,WP_010998622.1
alr4490,WP_010998623.1
alr4491,WP_010998624.1
alr4492,WP_010998625.1
alr4493,WP_010998626.1
alr4494,WP_010998627.1
all4495,WP_010998628.1
all4496,WP_010998629.1
all4497,WP_010998630.1
asr4498,WP_010998631.1
all4499,WP_010998632.1
all4500,WP_010998633.1
all4501,WP_010998634.1
all4502,WP_010998635.1
all4503,WP_044522204.1
alr4504,WP_010998637.1
alr4505,WP_010998638.1
all4506,WP_010998639.1
asl4507,WP_199315895.1
all4508,WP_010998641.1
alr4509,WP_010998642.1
all4510,WP_010998643.1
all4511,WP_010998644.1
alr4512,WP_010998645.1
alr4513,WP_044522207.1
alr4514,WP_010998647.1
alr4515,WP_044523285.1
alr4516,WP_010998649.1
asr4517,WP_010998650.1
all4518,WP_010998651.1
all4520,WP_010998653.1
alr4521,WP_010998654.1
all4523,WP_010998656.1
asr4524,WP_010998657.1
alr4525,WP_010998658.1
alr4526,WP_010998659.1
alr4528,WP_044522211.1
alr4529,WP_010998662.1
alr4530,WP_044522213.1
alr4531,WP_010998664.1
alr4532,WP_010998665.1
alr4533,WP_010998666.1
alr4534,WP_044522214.1
alr4536,WP_010998669.1
alr4537,WP_010998670.1
all4538,WP_010998671.1
all4539,WP_010998672.1
all4540,WP_010998673.1
all4541,WP_231865486.1
alr4542,WP_010998675.1
alr4543,WP_010998676.1
all4544,WP_010998677.1
all4545,WP_010998678.1
all4546,WP_010998679.1
asl4547,WP_010998680.1
alr4548,WP_010998428.1
asr4549,WP_010998681.1
alr4550,WP_010998682.1
alr4551,WP_010998683.1
alr4552,WP_010998684.1
alr4553,WP_010998685.1
alr4554,WP_010998686.1
all4555,WP_010998687.1
all4556,WP_044522219.1
asl4557,WP_010998689.1
all4558,WP_044522220.1
alr4559,WP_010998691.1
asr4560,WP_010998692.1
asl4561,WP_010998693.1
asl4562,WP_044522221.1
all4563,WP_010998695.1
alr4564,WP_010998696.1
asl4565,WP_010998697.1
alr4566,WP_010998698.1
alr4567,WP_010998699.1
alr4568,WP_010998700.1
alr4569,WP_010998701.1
alr4570,WP_010998702.1
alr4571,WP_010998703.1
all4572,WP_010998704.1
all4573,WP_044522230.1
all4574,WP_010998706.1
all4575,WP_010998707.1
alr4576,WP_010998708.1
alr4577,WP_010998709.1
all4578,WP_010998710.1
alr4579,WP_010998711.1
all4581,WP_010998713.1
alr4582,WP_010998714.1
alr4583,WP_010998715.1
asr4584,WP_010998716.1
alr4585,WP_044523288.1
alr4586,WP_010998718.1
alr4587,WP_010998719.1
asr4588,WP_010998720.1
alr4589,WP_010998721.1
all4590,WP_010998722.1
all4591,WP_010998723.1
alr4592,WP_010997721.1
all4593,WP_010998724.1
asr4594,WP_010998725.1
alr4595,WP_010998726.1
alr4596,WP_010998727.1
alr4597,WP_010998728.1
alr4599,WP_010998730.1
alr4601,WP_044522246.1
alr4604,WP_010998735.1
alr4606,WP_010998737.1
all4607,WP_010998738.1
all4608,WP_010998739.1
all4609,WP_010998740.1
alr4610,WP_010998741.1
alr4611,WP_010998742.1
all4613,WP_010998744.1
