protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed
WP_011243874.1,WP_010995960.1,Synpcc7942_2546,alr1792,RBH,True
WP_011377899.1,WP_010999228.1,Synpcc7942_1173,all5102,RBH,True
WP_011244234.1,WP_010997949.1,Synpcc7942_2171,alr3808,RBH,True
WP_011244700.1,WP_010998954.1,Synpcc7942_1700,all4826,RBH,True
WP_011244305.1,WP_010998622.1,Synpcc7942_2098,alr4489,RBH,True
WP_011377996.1,WP_010994402.1,Synpcc7942_1345,alr0225,RBH,True
WP_011377614.1,WP_010994619.1,Synpcc7942_0531,all0443,RBH,True
WP_011242368.1,WP_010996108.1,Synpcc7942_1598,all1944,RBH,True
WP_011242966.1,WP_010998477.1,Synpcc7942_0886,all4339,RBH,True
WP_011244304.1,WP_010998623.1,Synpcc7942_2099,alr4490,RBH,True
WP_011378305.1,WP_010999032.1,Synpcc7942_2078,all4906,RBH,True
WP_011377747.1,WP_010997530.1,Synpcc7942_0825,alr3379,RBH,True
WP_011377547.1,WP_010999378.1,Synpcc7942_0367,alr5254,RBH,True
WP_011244229.1,WP_010996927.1,Synpcc7942_2176,all2776,RBH,True
WP_011243907.1,WP_010998235.1,Synpcc7942_2509,alr4095,RBH,True
WP_011378254.1,WP_010995197.1,Synpcc7942_1960,all1023,RBH,True
WP_011244246.1,WP_010996483.1,Synpcc7942_2158,all2327,RBH,True
WP_011243568.1,WP_010995781.1,Synpcc7942_0257,alr1612,RBH,True
WP_039755486.1,WP_010996859.1,Synpcc7942_0214,all2706,RBH,True
WP_011377656.1,WP_010999424.1,Synpcc7942_0634,alr5300,RBH,True
WP_011243396.1,WP_044523236.1,Synpcc7942_0432,all4116,RBH,True
WP_011244398.1,WP_010998831.1,Synpcc7942_2007,alr4700,RBH,True
WP_011244201.1,WP_010998327.1,Synpcc7942_2206,all4188,RBH,True
WP_011378468.1,WP_010995205.1,Synpcc7942_2450,alr1031,RBH,True
WP_011243268.1,WP_010997857.1,Synpcc7942_0566,alr3714,RBH,True
WP_011242801.1,WP_044520897.1,Synpcc7942_1059,alr1346,RBH,True
WP_011242790.1,WP_010999383.1,Synpcc7942_1071,alr5259,RBH,True
WP_011243199.1,WP_010996477.1,Synpcc7942_0638,alr2321,RBH,True
WP_011378382.1,WP_231865504.1,Synpcc7942_2266,alr0299,RBH,True
WP_011244608.1,WP_010999196.1,Synpcc7942_1795,alr5070,RBH,True
WP_011378111.1,WP_044520517.1,Synpcc7942_1608,alr0188,RBH,True
WP_011242965.1,WP_006196398.1,Synpcc7942_0887,all4340,RBH,True
WP_039755814.1,WP_010994290.1,Synpcc7942_0773,alr0113,RBH,True
WP_011242406.1,WP_010997311.1,Synpcc7942_1634,all3160,RBH,True
WP_039755956.1,WP_010994822.1,Synpcc7942_1555,all0646,RBH,True
WP_039755617.1,WP_010994436.1,Synpcc7942_2010,all0259,RBH,True
WP_011244182.1,WP_010998346.1,Synpcc7942_2225,all4208,RBH,True
WP_011242869.1,WP_010995860.1,Synpcc7942_0987,all1691,RBH,True
WP_011378459.1,WP_010994819.1,Synpcc7942_2429,alr0643,RBH,True
WP_011242703.1,WP_010999725.1,Synpcc7942_1159,alr7168,RBH,True
WP_011243205.1,WP_010999426.1,Synpcc7942_0632,alr5302,RBH,True
WP_011243864.1,WP_010994938.1,Synpcc7942_2556,alr0764,RBH,True
WP_011242987.1,WP_010998793.1,Synpcc7942_0865,all4662,RBH,True
WP_011378116.1,WP_010999382.1,Synpcc7942_1624,all5258,RBH,True
WP_173282566.1,WP_010997226.1,Synpcc7942_0209,all3075,RBH,True
WP_011243304.1,WP_010995771.1,Synpcc7942_0529,alr1602,RBH,True
WP_011242343.1,WP_010997977.1,Synpcc7942_1573,all3836,RBH,True
WP_011243336.1,WP_010996084.1,Synpcc7942_0496,alr1920,RBH,True
WP_011244241.1,WP_010996255.1,Synpcc7942_2164,all2097,RBH,True
WP_011242370.1,WP_044522187.1,Synpcc7942_1600,alr4466,RBH,True
WP_011244668.1,WP_010996647.1,Synpcc7942_1733,all2491,RBH,True
WP_011242519.1,WP_010999093.1,Synpcc7942_1349,all4967,RBH,True
WP_011378461.1,WP_010995989.1,Synpcc7942_2432,alr1821,RBH,True
WP_011242640.1,WP_010999099.1,Synpcc7942_1224,alr4973,RBH,True
WP_011243331.1,WP_010996904.1,Synpcc7942_0501,alr2751,RBH,True
WP_011378302.1,WP_010996601.1,Synpcc7942_2072,alr2445,RBH,True
WP_011242609.1,WP_010998792.1,Synpcc7942_1256,alr4661,RBH,True
WP_011242366.1,WP_044522584.1,Synpcc7942_1596,alr5286,RBH,True
WP_011243261.1,WP_010995924.1,Synpcc7942_0574,all1756,RBH,True
WP_011378425.1,WP_010994269.1,Synpcc7942_2360,alr0092,RBH,True
WP_011243195.1,WP_010996712.1,Synpcc7942_0642,all2556,RBH,True
WP_011377941.1,WP_190449762.1,Synpcc7942_1260,all4371,RBH,True
WP_011244194.1,WP_010998334.1,Synpcc7942_2213,all4196,RBH,True
WP_011377908.1,WP_010994283.1,Synpcc7942_1191,alr0106,RBH,True
WP_011244522.1,WP_010995994.1,Synpcc7942_1883,all1826,RBH,True
WP_231621343.1,WP_044521720.1,Synpcc7942_0598,alr3353,RBH,True
WP_011378105.1,WP_010998675.1,Synpcc7942_1602,alr4542,RBH,True
WP_011243682.1,WP_010997891.1,Synpcc7942_0135,all3750,RBH,True
WP_011242836.1,WP_010995259.1,Synpcc7942_1022,alr1085,RBH,True
WP_231621371.1,WP_010998929.1,Synpcc7942_0010,all4799,RBH,True
WP_011244827.1,WP_010999302.1,Synpcc7942_1531,alr5178,RBH,True
WP_011377881.1,WP_010997879.1,Synpcc7942_1141,alr3738,RBH,True
WP_011377932.1,WP_044522761.1,Synpcc7942_1244,all0916,RBH,True
WP_011243045.1,WP_010999163.1,Synpcc7942_0805,all5037,RBH,True
WP_011243437.1,WP_010995283.1,Synpcc7942_0390,all1110,RBH,True
WP_011244188.1,WP_010998340.1,Synpcc7942_2219,all4202,RBH,True
WP_011243889.1,WP_010998921.1,Synpcc7942_2531,all4791,RBH,True
WP_011377624.1,WP_010995717.1,Synpcc7942_0561,alr1548,RBH,True
WP_011377506.1,WP_010998304.1,Synpcc7942_0247,alr4165,RBH,True
WP_011244451.1,WP_010994257.1,Synpcc7942_1953,alr0080,RBH,True
WP_265575057.1,WP_010994550.1,Synpcc7942_0027,all0374,RBH,True
WP_039755741.1,WP_010998997.1,Synpcc7942_1193,all4871,RBH,True
WP_011244728.1,WP_010997845.1,Synpcc7942_1672,all3702,RBH,True
WP_011377642.1,WP_010998108.1,Synpcc7942_0606,all3967,RBH,True
WP_011244751.1,WP_044522089.1,Synpcc7942_1645,all4107,RBH,True
WP_011242452.1,WP_044521851.1,Synpcc7942_1417,all3635,RBH,True
WP_011377586.1,WP_010999194.1,Synpcc7942_0463,alr5068,RBH,True
WP_011242548.1,WP_010996241.1,Synpcc7942_1319,alr2083,RBH,True
WP_011244197.1,WP_010998331.1,Synpcc7942_2210,all4192,RBH,True
WP_011377432.1,WP_010996570.1,Synpcc7942_0084,alr2414,RBH,True
WP_011243981.1,WP_010994561.1,Synpcc7942_2435,all0385,RBH,True
WP_011377797.1,WP_010998047.1,Synpcc7942_0935,alr3906,RBH,True
WP_011243479.1,WP_010999379.1,Synpcc7942_0346,all5255,RBH,True
WP_011243344.1,WP_010996460.1,Synpcc7942_0487,alr2304,RBH,True
WP_231621383.1,WP_044521042.1,Synpcc7942_2281,alr1700,RBH,True
WP_011242535.1,WP_010999221.1,Synpcc7942_1333,alr5095,RBH,True
WP_011243028.1,WP_010997097.1,Synpcc7942_0823,alr2946,RBH,True
WP_011242958.1,WP_010995416.1,Synpcc7942_0894,alr1244,RBH,True
WP_011244346.1,WP_010994668.1,Synpcc7942_2057,all0492,RBH,True
WP_011244273.1,WP_010994745.1,Synpcc7942_2129,all0569,RBH,True
WP_011377793.1,WP_010996428.1,Synpcc7942_0930,alr2271,RBH,True
WP_011244469.1,WP_010995487.1,Synpcc7942_1935,alr1315,RBH,True
WP_011244600.1,WP_010995131.1,Synpcc7942_1803,alr0957,RBH,True
WP_011244149.1,WP_010996963.1,Synpcc7942_2259,alr2812,RBH,True
WP_321167203.1,WP_010998634.1,Synpcc7942_1912,all4501,RBH,True
WP_011244462.1,WP_010997334.1,Synpcc7942_1942,alr3183,RBH,True
WP_011378098.1,WP_010997437.1,Synpcc7942_1585,all3286,RBH,True
WP_011244806.1,WP_010996537.1,Synpcc7942_1511,all2381,RBH,True
WP_011243429.1,WP_010996902.1,Synpcc7942_0398,alr2749,RBH,True
WP_011242427.1,WP_010995196.1,Synpcc7942_1442,all1022,RBH,True
WP_011377780.1,WP_010996123.1,Synpcc7942_0899,alr1959,RBH,True
WP_011377459.1,WP_010997833.1,Synpcc7942_0134,alr3690,RBH,True
WP_011244530.1,WP_010997503.1,Synpcc7942_1874,alr3352,RBH,True
WP_011242838.1,WP_010994211.1,Synpcc7942_1020,alr0034,RBH,True
WP_039755986.1,WP_010997983.1,Synpcc7942_1180,all3842,RBH,True
WP_011243410.1,WP_010996035.1,Synpcc7942_0418,all1871,RBH,True
WP_011244140.1,WP_010994473.1,Synpcc7942_2269,alr0296,RBH,True
WP_231621341.1,WP_010995756.1,Synpcc7942_0661,all1587,RBH,True
WP_011243748.1,WP_010995789.1,Synpcc7942_0067,alr1620,RBH,True
WP_011377584.1,WP_010998123.1,Synpcc7942_0453,alr3982,RBH,True
WP_011242969.1,WP_010998474.1,Synpcc7942_0883,all4336,RBH,True
WP_011244299.1,WP_010995463.1,Synpcc7942_2104,all1291,RBH,True
WP_011243504.1,WP_010996475.1,Synpcc7942_0321,all2319,RBH,True
WP_011243375.1,WP_010994555.1,Synpcc7942_0454,alr0379,RBH,True
WP_011244046.1,WP_010997295.1,Synpcc7942_2368,all3144,RBH,True
WP_011242872.1,WP_010998314.1,Synpcc7942_0984,alr4175,RBH,True
WP_011377460.1,WP_044522043.1,Synpcc7942_0138,alr4007,RBH,True
WP_011243892.1,WP_010997828.1,Synpcc7942_2527,alr3685,RBH,True
WP_011242411.1,WP_044521636.1,Synpcc7942_1459,alr3138,RBH,True
WP_011377853.1,WP_010994244.1,Synpcc7942_1072,all0067,RBH,True
WP_011244202.1,WP_010998326.1,Synpcc7942_2205,all4187,RBH,True
WP_231621320.1,WP_010997388.1,Synpcc7942_1025,all3237,RBH,True
WP_199290787.1,WP_010999219.1,Synpcc7942_0619,all5093,RBH,True
WP_011244626.1,WP_010999906.1,Synpcc7942_1777,alr7357,RBH,True
WP_011378209.1,WP_010997955.1,Synpcc7942_1823,alr3814,RBH,True
WP_011243868.1,WP_010994875.1,Synpcc7942_2552,alr0700,RBH,True
WP_011243365.1,WP_010995704.1,Synpcc7942_0465,alr1535,RBH,True
WP_011244112.1,WP_010994551.1,Synpcc7942_2298,all0375,RBH,True
WP_321167206.1,WP_010997076.1,Synpcc7942_0913,alr2925,RBH,True
WP_011243272.1,WP_010996175.1,Synpcc7942_0562,alr2014,RBH,True
WP_011242614.1,WP_010994286.1,Synpcc7942_1250,all0109,RBH,True
WP_011244474.1,WP_010997267.1,Synpcc7942_1930,all3116,RBH,True
WP_011378444.1,WP_010997251.1,Synpcc7942_2398,alr3100,RBH,True
WP_011378462.1,WP_010998756.1,Synpcc7942_2433,alr4625,RBH,True
WP_011244185.1,WP_010998343.1,Synpcc7942_2222,all4205,RBH,True
WP_011378224.1,WP_010994293.1,Synpcc7942_1864,alr0116,RBH,True
WP_011244059.1,WP_010994753.1,Synpcc7942_2354,alr0577,RBH,True
WP_234701761.1,WP_010998713.1,Synpcc7942_2455,all4581,RBH,True
WP_011244019.1,WP_010997253.1,Synpcc7942_2396,alr3102,RBH,True
WP_011242939.1,WP_010996933.1,Synpcc7942_0915,alr2782,RBH,True
WP_011244096.1,WP_010999164.1,Synpcc7942_2316,all5038,RBH,True
WP_011244174.1,WP_010998354.1,Synpcc7942_2234,alr4216,RBH,True
WP_011244580.1,WP_010997954.1,Synpcc7942_1824,alr3813,RBH,True
WP_011378170.1,WP_010994221.1,Synpcc7942_1750,alr0044,RBH,True
WP_011243943.1,WP_010995928.1,Synpcc7942_2471,all1760,RBH,True
WP_196794056.1,WP_010996130.1,Synpcc7942_1357,alr1966,RBH,True
WP_011244225.1,WP_010996531.1,Synpcc7942_2180,all2375,RBH,True
WP_011244263.1,WP_044521674.1,Synpcc7942_2139,alr3195,RBH,True
WP_011244444.1,WP_044520801.1,Synpcc7942_1961,alr1024,RBH,True
WP_011378401.1,WP_010994571.1,Synpcc7942_2310,all0395,RBH,True
WP_011244269.1,WP_010997731.1,Synpcc7942_2133,all3582,RBH,True
WP_011244274.1,WP_010994746.1,Synpcc7942_2128,alr0570,RBH,True
WP_039755904.1,WP_044522592.1,Synpcc7942_2541,alr5297,RBH,True
WP_039755939.1,WP_010998203.1,Synpcc7942_1825,all4063,RBH,True
WP_011378045.1,WP_044521091.1,Synpcc7942_1469,all1838,RBH,True
WP_011377628.1,WP_010997082.1,Synpcc7942_0572,all2931,RBH,True
WP_173282515.1,WP_010995453.1,Synpcc7942_1110,all1281,RBH,True
WP_011243402.1,WP_010999290.1,Synpcc7942_0426,all5166,RBH,True
WP_011377502.1,WP_231865484.1,Synpcc7942_0229,all4367,RBH,True
WP_011244267.1,WP_010996699.1,Synpcc7942_2135,alr2543,RBH,True
WP_011243209.1,WP_010998004.1,Synpcc7942_0627,alr3863,RBH,True
WP_011242561.1,WP_010998257.1,Synpcc7942_1306,all4118,RBH,True
WP_011377935.1,WP_010998448.1,Synpcc7942_1248,alr4310,RBH,True
WP_011243044.1,WP_010995521.1,Synpcc7942_0806,alr1349,RBH,True
WP_011243052.1,WP_010996454.1,Synpcc7942_0798,all2297,RBH,True
WP_011243463.1,WP_010997000.1,Synpcc7942_0362,all2849,RBH,True
WP_155814000.1,WP_044522385.1,Synpcc7942_2535,all4896,RBH,True
WP_011377824.1,WP_010994505.1,Synpcc7942_1002,all0329,RBH,True
WP_011242973.1,WP_010998470.1,Synpcc7942_0879,alr4332,RBH,True
WP_011242944.1,WP_010996542.1,Synpcc7942_0910,alr2386,RBH,True
WP_011243470.1,WP_010994240.1,Synpcc7942_0355,alr0063,RBH,True
WP_011377751.1,WP_010998802.1,Synpcc7942_0831,all4671,RBH,True
WP_011242901.1,WP_010995158.1,Synpcc7942_0953,all0984,RBH,True
WP_011242866.1,WP_044521660.1,Synpcc7942_0990,all3174,RBH,True
WP_011377905.1,WP_010998243.1,Synpcc7942_1186,all4103,RBH,True
WP_011378281.1,WP_010994793.1,Synpcc7942_2031,alr0617,RBH,True
WP_011243525.1,WP_010994263.1,Synpcc7942_0299,all0086,RBH,True
WP_011242707.1,WP_044523051.1,Synpcc7942_1155,all2715,RBH,True
WP_011377435.1,WP_010998839.1,Synpcc7942_0093,all4708,RBH,True
WP_011242400.1,WP_010995324.1,Synpcc7942_1628,all1151,RBH,True
WP_190528538.1,WP_010997302.1,Synpcc7942_1671,all3151,RBH,True
WP_011244180.1,WP_010998348.1,Synpcc7942_2227,all4210,RBH,True
WP_011244375.1,WP_010994711.1,Synpcc7942_2030,alr0535,RBH,True
WP_011243183.1,WP_010998217.1,Synpcc7942_0657,alr4077,RBH,True
WP_011243839.1,WP_010997070.1,Synpcc7942_2581,all2919,RBH,True
WP_011244536.1,WP_010997118.1,Synpcc7942_1868,alr2967,RBH,True
WP_011244667.1,WP_010998205.1,Synpcc7942_1734,alr4065,RBH,True
WP_231621308.1,WP_190449609.1,Synpcc7942_1353,alr1215,RBH,True
WP_011243485.1,WP_010994961.1,Synpcc7942_0340,alr0787,RBH,True
WP_011242449.1,WP_010995042.1,Synpcc7942_1421,all0868,RBH,True
WP_011378220.1,WP_010998998.1,Synpcc7942_1856,all4872,RBH,True
WP_011244793.1,WP_010997745.1,Synpcc7942_1497,alr3596,RBH,True
WP_011378278.1,WP_010995116.1,Synpcc7942_2015,alr0942,RBH,True
WP_011243474.1,WP_010994358.1,Synpcc7942_0351,alr0181,RBH,True
WP_011243216.1,WP_044520479.1,Synpcc7942_0620,all0089,RBH,True
WP_011378121.1,WP_010998678.1,Synpcc7942_1640,all4545,RBH,True
WP_011242590.1,WP_010997579.1,Synpcc7942_1276,alr3429,RBH,True
WP_011243547.1,WP_010994925.1,Synpcc7942_0278,alr0751,RBH,True
WP_011243823.1,WP_010998825.1,Synpcc7942_2597,all4694,RBH,True
WP_011243552.1,WP_010995922.1,Synpcc7942_0273,all1754,RBH,True
WP_011244652.1,WP_010994222.1,Synpcc7942_1749,alr0045,RBH,True
WP_011242767.1,WP_010996922.1,Synpcc7942_1094,alr2769,RBH,True
WP_011378261.1,WP_010997549.1,Synpcc7942_1974,alr3399,RBH,True
WP_011377457.1,WP_010997831.1,Synpcc7942_0132,all3688,RBH,True
WP_011244199.1,WP_010998329.1,Synpcc7942_2208,all4190,RBH,True
WP_011243276.1,WP_010997410.1,Synpcc7942_0558,all3259,RBH,True
WP_011378271.1,WP_190449770.1,Synpcc7942_2001,alr3455,RBH,True
WP_011244192.1,WP_010998336.1,Synpcc7942_2215,all4198,RBH,True
WP_011377808.1,WP_010996855.1,Synpcc7942_0966,all2702,RBH,True
WP_011378077.1,WP_010994881.1,Synpcc7942_1548,all0706,RBH,True
WP_011244190.1,WP_010998338.1,Synpcc7942_2217,all4200,RBH,True
WP_011244168.1,WP_010994295.1,Synpcc7942_2240,all0118,RBH,True
WP_011243461.1,WP_010999416.1,Synpcc7942_0364,all5292,RBH,True
WP_011378269.1,WP_010995867.1,Synpcc7942_1990,alr1698,RBH,True
WP_011242386.1,WP_010997564.1,Synpcc7942_1616,alr3414,RBH,True
WP_011377542.1,WP_010995430.1,Synpcc7942_0343,all1258,RBH,True
WP_011378201.1,WP_010996397.1,Synpcc7942_1811,all2239,RBH,True
WP_011244382.1,WP_010997969.1,Synpcc7942_2023,alr3828,RBH,True
WP_011243790.1,WP_010998901.1,Synpcc7942_0017,all4771,RBH,True
WP_011243738.1,WP_044521678.1,Synpcc7942_0078,alr3214,RBH,True
WP_011378040.1,WP_044520538.1,Synpcc7942_1458,all0244,RBH,True
WP_011243177.1,WP_010996423.1,Synpcc7942_0663,alr2266,RBH,True
WP_011244776.1,WP_010995539.1,Synpcc7942_1480,all1367,RBH,True
WP_011378402.1,WP_010994652.1,Synpcc7942_2311,all0476,RBH,True
WP_011243034.1,WP_010996629.1,Synpcc7942_0817,all2473,RBH,True
WP_011244196.1,WP_010998332.1,Synpcc7942_2211,all4193,RBH,True
WP_011242712.1,WP_010993922.1,Synpcc7942_1150,all7594,RBH,True
WP_011242996.1,WP_010996322.1,Synpcc7942_0856,all2164,RBH,True
WP_011243911.1,WP_010999303.1,Synpcc7942_2505,all5179,RBH,True
WP_155813878.1,WP_010996684.1,Synpcc7942_0768,all2528,RBH,True
WP_039755754.1,WP_010994973.1,Synpcc7942_1145,alr0799,RBH,True
WP_011243663.1,WP_010998456.1,Synpcc7942_0154,alr4318,RBH,True
WP_011244472.1,WP_044522166.1,Synpcc7942_1932,alr4373,RBH,True
WP_011242592.1,WP_010997580.1,Synpcc7942_1274,alr3430,RBH,True
WP_011378513.1,WP_010996869.1,Synpcc7942_2539,all2716,RBH,True
WP_011243848.1,WP_010997131.1,Synpcc7942_2572,alr2980,RBH,True
WP_011242339.1,WP_010993964.1,Synpcc7942_1569,alr7636,RBH,True
WP_011244489.1,WP_010998152.1,Synpcc7942_1915,all4012,RBH,True
WP_011244681.1,WP_010995528.1,Synpcc7942_1720,alr1356,RBH,True
WP_011243039.1,WP_044521548.1,Synpcc7942_0812,all2916,RBH,True
WP_011244794.1,WP_010998287.1,Synpcc7942_1499,all4148,RBH,True
WP_011244788.1,WP_010994687.1,Synpcc7942_1492,alr0511,RBH,True
WP_011377956.1,WP_010998006.1,Synpcc7942_1282,all3865,RBH,True
WP_231621312.1,WP_044522519.1,Synpcc7942_1286,all5136,RBH,True
WP_011243023.1,WP_010998408.1,Synpcc7942_0828,alr4270,RBH,True
WP_011244391.1,WP_010995117.1,Synpcc7942_2014,alr0943,RBH,True
WP_011244098.1,WP_010997805.1,Synpcc7942_2314,alr3661,RBH,True
WP_011242647.1,WP_010997036.1,Synpcc7942_1217,alr2885,RBH,True
WP_011243141.1,WP_010998219.1,Synpcc7942_0701,alr4079,RBH,True
WP_011377879.1,WP_010995105.1,Synpcc7942_1139,alr0931,RBH,True
WP_011243861.1,WP_010994755.1,Synpcc7942_2559,all0579,RBH,True
WP_011242945.1,WP_010996541.1,Synpcc7942_0909,alr2385,RBH,True
WP_011378015.1,WP_044522083.1,Synpcc7942_1390,all4087,RBH,True
WP_011243807.1,WP_010999070.1,Synpcc7942_2613,alr4944,RBH,True
WP_011242701.1,WP_010999724.1,Synpcc7942_1161,all7167,RBH,True
WP_011377885.1,WP_010997086.1,Synpcc7942_1152,alr2935,RBH,True
WP_011243539.1,WP_010994494.1,Synpcc7942_0285,alr0318,RBH,True
WP_011378295.1,WP_010994663.1,Synpcc7942_2059,alr0487,RBH,True
WP_011243190.1,WP_010998388.1,Synpcc7942_0650,alr4250,RBH,True
WP_231621301.1,WP_010995555.1,Synpcc7942_1407,alr1383,RBH,True
WP_011244130.1,WP_010995868.1,Synpcc7942_2280,all1699,RBH,True
WP_011243512.1,WP_084789107.1,Synpcc7942_0313,all3332,RBH,True
WP_011378363.1,WP_010997888.1,Synpcc7942_2200,all3747,RBH,True
WP_011244770.1,WP_010996011.1,Synpcc7942_1474,all1843,RBH,True
WP_011377441.1,WP_010994735.1,Synpcc7942_0102,alr0559,RBH,True
WP_011377488.1,WP_010996883.1,Synpcc7942_0199,alr2730,RBH,True
WP_011244309.1,WP_010995492.1,Synpcc7942_2094,alr1320,RBH,True
WP_011244699.1,WP_010997679.1,Synpcc7942_1701,alr3529,RBH,True
WP_011378044.1,WP_010998685.1,Synpcc7942_1467,alr4553,RBH,True
WP_011378147.1,WP_010995345.1,Synpcc7942_1696,all1172,RBH,True
WP_011243631.1,WP_010998934.1,Synpcc7942_0192,all4804,RBH,True
WP_011243301.1,WP_010996331.1,Synpcc7942_0532,alr2173,RBH,True
WP_011242700.1,WP_010999723.1,Synpcc7942_1162,all7166,RBH,True
WP_011244302.1,WP_010998624.1,Synpcc7942_2101,alr4491,RBH,True
WP_011378340.1,WP_044521920.1,Synpcc7942_2151,alr3757,RBH,True
WP_011244379.1,WP_010997005.1,Synpcc7942_2026,all2854,RBH,True
WP_011244186.1,WP_010998342.1,Synpcc7942_2221,asl4204,RBH,True
WP_011242674.1,WP_010995135.1,Synpcc7942_1189,all0961,RBH,True
WP_011244424.1,WP_010995900.1,Synpcc7942_1982,all1732,RBH,True
WP_011242868.1,WP_044522660.1,Synpcc7942_0988,all0216,RBH,True
WP_011243076.1,WP_010994823.1,Synpcc7942_0772,alr0647,RBH,True
WP_011378359.1,WP_010995291.1,Synpcc7942_2195,all1118,RBH,True
WP_011244499.1,WP_010996833.1,Synpcc7942_1906,all2677,RBH,True
WP_011378494.1,WP_010994966.1,Synpcc7942_2511,all0792,RBH,True
WP_011244401.1,WP_010996351.1,Synpcc7942_2004,all2193,RBH,True
WP_196794059.1,WP_010998311.1,Synpcc7942_0993,alr4172,RBH,True
WP_011243490.1,WP_010994183.1,Synpcc7942_0335,all0006,RBH,True
WP_011243383.1,WP_010998110.1,Synpcc7942_0446,all3969,RBH,True
WP_407830097.1,WP_010996457.1,Synpcc7942_0387,alr2300,RBH,True
WP_011243173.1,WP_010997370.1,Synpcc7942_0667,alr3219,RBH,True
WP_011242755.1,WP_010999293.1,Synpcc7942_1106,all5169,RBH,True
WP_011243856.1,WP_010999183.1,Synpcc7942_2564,all5057,RBH,True
WP_011243366.1,WP_010999193.1,Synpcc7942_0464,alr5067,RBH,True
WP_011244179.1,WP_010998349.1,Synpcc7942_2228,asl4211,RBH,True
WP_011243653.1,WP_010998309.1,Synpcc7942_0165,alr4170,RBH,True
WP_011242980.1,WP_237087583.1,Synpcc7942_0872,all7022,RBH,True
WP_011377483.1,WP_044521200.1,Synpcc7942_0185,alr2051,RBH,True
WP_011378415.1,WP_010994284.1,Synpcc7942_2342,all0107,RBH,True
WP_011377845.1,WP_010994709.1,Synpcc7942_1055,alr0533,RBH,True
WP_011244217.1,WP_010998042.1,Synpcc7942_2190,alr3901,RBH,True
WP_011242443.1,WP_010995695.1,Synpcc7942_1427,alr1526,RBH,True
WP_011242746.1,WP_010998271.1,Synpcc7942_1115,alr4132,RBH,True
WP_011055119.1,WP_044521991.1,Synpcc7942_B2633,alr3925,RBH,True
WP_011244392.1,WP_010995118.1,Synpcc7942_2013,alr0944,RBH,True
WP_011243288.1,WP_010998185.1,Synpcc7942_0545,alr4045,RBH,True
WP_011243223.1,WP_010994398.1,Synpcc7942_0613,alr0221,RBH,True
WP_011244574.1,WP_010996030.1,Synpcc7942_1830,all1866,RBH,True
WP_011377544.1,WP_010995999.1,Synpcc7942_0354,all1831,RBH,True
WP_011242819.1,WP_010998136.1,Synpcc7942_1040,alr3996,RBH,True
WP_011377600.1,WP_010996349.1,Synpcc7942_0493,alr2191,RBH,True
WP_011244670.1,WP_010997847.1,Synpcc7942_1731,all3704,RBH,True
WP_011242675.1,WP_010998241.1,Synpcc7942_1188,all4101,RBH,True
WP_011243710.1,WP_010996639.1,Synpcc7942_0106,alr2483,RBH,True
WP_011243681.1,WP_010997375.1,Synpcc7942_0136,alr3224,RBH,True
WP_011242419.1,WP_044522911.1,Synpcc7942_1451,alr2060,RBH,True
WP_011377950.1,WP_010994202.1,Synpcc7942_1272,all0025,RBH,True
WP_039755680.1,WP_010998683.1,Synpcc7942_1465,alr4551,RBH,True
WP_011377679.1,WP_010998120.1,Synpcc7942_0677,alr3979,RBH,True
WP_011243835.1,WP_010996239.1,Synpcc7942_2585,alr2081,RBH,True
WP_011244721.1,WP_010994975.1,Synpcc7942_1679,all0801,RBH,True
WP_011377854.1,WP_010996610.1,Synpcc7942_1077,alr2454,RBH,True
WP_011244357.1,WP_010998739.1,Synpcc7942_2046,all4608,RBH,True
WP_011244675.1,WP_010998709.1,Synpcc7942_1726,alr4577,RBH,True
WP_011244597.1,WP_010996659.1,Synpcc7942_1806,alr2503,RBH,True
WP_011242589.1,WP_010997578.1,Synpcc7942_1277,alr3428,RBH,True
WP_321167215.1,WP_010994580.1,Synpcc7942_0476,all0404,RBH,True
WP_011243206.1,WP_010999427.1,Synpcc7942_0631,alr5303,RBH,True
WP_011243492.1,WP_010994185.1,Synpcc7942_0333,all0008,RBH,True
WP_011243425.1,WP_044522663.1,Synpcc7942_0402,all0271,RBH,True
WP_011243687.1,WP_010998531.1,Synpcc7942_0129,alr4394,RBH,True
WP_011242921.1,WP_010994790.1,Synpcc7942_0933,alr0614,RBH,True
WP_231621354.1,WP_010994447.1,Synpcc7942_0401,all0270,RBH,True
WP_011377525.1,WP_010994265.1,Synpcc7942_0301,alr0088,RBH,True
WP_011244835.1,WP_010996562.1,Synpcc7942_1540,alr2406,RBH,True
WP_011378019.1,WP_010998581.1,Synpcc7942_1400,alr4448,RBH,True
WP_049749324.1,WP_010999462.1,Synpcc7942_0586,alr5338,RBH,True
WP_011378198.1,WP_010998037.1,Synpcc7942_1808,alr3896,RBH,True
WP_011242521.1,WP_010994403.1,Synpcc7942_1346,alr0226,RBH,True
WP_011377662.1,WP_010997429.1,Synpcc7942_0647,all3278,RBH,True
WP_011243654.1,WP_010998308.1,Synpcc7942_0164,alr4169,RBH,True
WP_011377882.1,WP_010994408.1,Synpcc7942_1144,all0231,RBH,True
WP_011244490.1,WP_010998791.1,Synpcc7942_1914,alr4660,RBH,True
