# category is assigned from the Anabaena side only (Kushige's own curated scheme; Ito publishes no equivalent) -- see notebook Sec 2.
locus_tag_7942,locus_tag_anabaena,gene_symbol_7942,gene_symbol_anabaena,annotation_7942,annotation_anabaena,category,amplitude_cv_7942,amplitude_cv_anabaena,amp_pct_7942,amp_pct_anabaena,cycling_7942,cycling_anabaena
Synpcc7942_1254,all2930,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1931986557458826,0.2860820402883174,0.8377733598409542,0.3120314842578711,a,AR
Synpcc7942_2230,all4213,rpl23,rpl23,50S ribosomal protein L23,50S ribosomal protein L23,Translation,0.09160900392677586,0.5274971245321344,0.22465208747514911,0.885119940029985,AR,c
Synpcc7942_1218,alr2884,KaiA,kaiA,circadian clock protein KaiA,circadian oscillation regulator,Other categories,0.1614477560482136,0.19319169928339813,0.7423459244532803,0.038980509745127435,AR,AR
Synpcc7942_0955,alr4814,,-,hypothetical protein,hypothetical protein,Hypothetical,0.06931585950761235,0.25509185054014427,0.07912524850894632,0.20239880059970014,AR,AR
Synpcc7942_0195,alr0433,,-,hypothetical protein,hypothetical protein,Hypothetical,0.2096651311608159,0.34632214551460166,0.8679920477137177,0.5172413793103449,AR,AR
Synpcc7942_1793,all2341,trxA,-,thioredoxin,thioredoxin 2,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.14303934351845798,0.2933784039328008,0.6433399602385685,0.33470764617691157,a,AR
Synpcc7942_1460,asr3137,,-,hypothetical protein,hypothetical protein,Hypothetical,0.21029472713572314,0.5147127249879836,0.8691848906560636,0.8705022488755623,a,AR
Synpcc7942_0228,asl4395,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11753250706126885,0.2911504599810901,0.4405566600397614,0.3262743628185907,AR,AR
Synpcc7942_0231,all4397,,-,putative acetyltransferase,putative acetyltransferase,Other categories,0.1354914467012585,0.4887220515969261,0.5928429423459245,0.842016491754123,AR,AR
Synpcc7942_2322,asl3192,gatC,-,glutamyl-tRNA(Gln) amidotransferase subunit C,glutamyl-tRNA (Gln) amidotransferase subunit C,Translation,0.08054602043932078,0.4574382202395802,0.1463220675944334,0.7925412293853074,AR,AR
Synpcc7942_1744,alr2465,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1034593312041914,0.3026857260351115,0.3192842942345924,0.37012743628185907,AR,AR
Synpcc7942_0159,all2907,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12591155469774687,0.42900743318545825,0.5216699801192843,0.7357571214392804,AR,AR
Synpcc7942_1636,asr4549,dcoH,-,pterin-4a-carbinolamine dehydratase,pterin-4a-carbinolamine dehydratase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.2556564187811089,0.30165308532321583,0.9097415506958251,0.366191904047976,a,AR
Synpcc7942_1520,asr1592,rps20,rps20,30S ribosomal protein S20,30S ribosomal protein S20,Translation,0.06357596056211824,0.46013760341193355,0.0536779324055666,0.7983508245877061,AR,AR
Synpcc7942_1727,alr4576,,-,hypothetical protein,hypothetical protein,Hypothetical,0.17094865616158403,0.29860347888074723,0.7745526838966202,0.3558845577211394,AR,AR
Synpcc7942_1790,all0061,mbpA,"dmtA, avaVIM, dmnD",retron EC67 DNA adenine methylase  adenine-specific DNA methylase,solitary TypeII DNA methyltransferase (GATC-specific),"DNA replication, recombination, and repair",0.04848060463859529,0.4818957835235726,0.01073558648111332,0.8318965517241379,AR,AR
Synpcc7942_2452,alr1029,,pilN,hypotetical protein,pilus assembly protein PilN,Hypothetical,0.12262685280185495,0.240798930381686,0.4886679920477137,0.1568590704647676,AR,AR
Synpcc7942_2452,alr1029,pilN,pilN,C terminus of hypothetical protein slr1275 (pilN),pilus assembly protein PilN,Hypothetical,0.15707948769247768,0.240798930381686,0.7196819085487077,0.1568590704647676,AR,AR
Synpcc7942_1300,all4825,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15664149416812295,0.4271710278334026,0.7165009940357853,0.732383808095952,AR,AR
Synpcc7942_0515,alr4066,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1601913071639272,0.3023783858196853,0.7371769383697813,0.36900299850074963,a,AR
Synpcc7942_1495,alr1246,,-,hypothetical protein,hypothetical protein,Hypothetical,0.22889837454191034,0.18147982063567208,0.8894632206759443,0.022488755622188907,AR,AR
Synpcc7942_1131,asl2469,ftrV,ftrV,ferredoxin-thioredoxin reductase variable subunit,ferredoxin-thioredoxin reductase variable subunit,Photosynthesis and respiration,0.1610432667942626,0.208071614444856,0.7399602385685885,0.06934032983508245,AR,AR
Synpcc7942_1409,alr1382,,-,iron transport system substrate-binding protein,ferric iron-binding periplasmic protein of ABC transporter,Transport and binding proteins,0.12424817805170331,0.3274019902859817,0.5033797216699801,0.45745877061469264,AR,AR
Synpcc7942_1698,alr2106,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09872006366500387,0.4213877554402986,0.2731610337972167,0.7175787106446777,AR,AR
Synpcc7942_0416,all1873,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07720265373412995,0.42407353564174083,0.12246520874751492,0.7261994002998501,AR,AR
Synpcc7942_1882,alr1216,psbU,psbU,photosystem II 12 kD extrinsic protein (psbU),photosystem II 12 kD extrinsic protein,Photosynthesis and respiration,0.09886142253389897,0.2594569140485686,0.2739562624254473,0.21926536731634183,AR,AR
Synpcc7942_1088,all0258,petE,petE,plastocyanin,plastocyanin precursor,Photosynthesis and respiration,0.06532564042087483,0.46419147662112215,0.05964214711729622,0.8073463268365817,AR,AR
Synpcc7942_0268,alr4836,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1187820718548406,0.2817817128337385,0.4516898608349901,0.29685157421289354,a,AR
Synpcc7942_1438,alr3655,pmgA,-,"photomixotrophic growth related protein, PmgA homolog","photomixotrophic growth related protein, PmgA homolog",Other categories,0.07981966727299784,0.22811668639183524,0.14035785288270378,0.11694152923538231,AR,AR
Synpcc7942_1611,asl3409,pntA,-,NAD(P) transhydrogenase subunit alpha,"nicotinamide nucleotide transhydrogenase, subunit alpha",Photosynthesis and respiration,0.9689855705518268,1.1958911548207227,0.9980119284294234,0.9902548725637181,b,AR
Synpcc7942_0590,alr5134,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15828984405865748,0.42607280695691546,0.7256461232604374,0.7295727136431784,AR,AR
Synpcc7942_1753,alr4536,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10847709418700908,0.47321791523823536,0.3666003976143141,0.8214017991004497,AR,AR
Synpcc7942_2611,alr0519,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11755129692673046,0.6162607302333785,0.44095427435387674,0.9370314842578711,AR,AR
Synpcc7942_1828,asl5079,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11380727029653576,2.142444964731394,0.41113320079522864,0.9956896551724138,a,AR
Synpcc7942_0581,all0065,,-,hypothetical protein,hypothetical protein,Hypothetical,0.6664611851239105,0.3324340125644809,0.9876739562624255,0.4733883058470765,b,AR
Synpcc7942_1725,alr4738,,-,hypothetical protein,transcriptional regulator,Regulatory functions,0.11148653687905573,0.45305613173763293,0.38886679920477135,0.782983508245877,AR,AR
Synpcc7942_0395,all1338,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10815992240260562,0.20398510028282774,0.3622266401590457,0.060719640179910044,a,AR
Synpcc7942_2428,alr0644,,-,biopolymer transport ExbD like protein,hypothetical protein,Hypothetical,0.06054998016072066,0.2070796255376036,0.039761431411530816,0.06652923538230884,AR,AR
Synpcc7942_0615,alr4043,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11976523778521625,0.7384057442871131,0.4600397614314115,0.9685157421289355,AR,AR
Synpcc7942_1352,all2643,,-,acetyl-coenzyme A synthetase,microcystin synthetase B,Other categories,0.08165952915704648,0.3948918494602482,0.15109343936381708,0.6525487256371814,AR,AR
Synpcc7942_1016,all0928,cheW,cheW,purine-binding chemotaxis protein CheW,chemotaxis protein,Cellular processes,0.09903415704427651,0.2265698016174585,0.27514910536779325,0.11150674662668665,AR,AR
Synpcc7942_1832,alr4119,,-,hypothetical protein,hypothetical protein,Hypothetical,0.18917662640005614,0.2865077914858257,0.8278330019880715,0.3137181409295352,a,AR
Synpcc7942_1796,asl1165,,-,hypothetical protein,unknown protein,Hypothetical,0.07930637403522071,0.2682520426047246,0.13558648111332008,0.2477511244377811,AR,AR
Synpcc7942_1027,asr0105,,-,hypothetical protein,hypothetical protein,Hypothetical,0.19808585607501766,0.4997321300216167,0.8485089463220676,0.8538230884557722,AR,AR
Synpcc7942_1952,asr3308,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07625390291263182,0.27788338203544083,0.11650099403578529,0.28317091454272864,AR,AR
Synpcc7942_0038,all0210,mutT,mutT,mutator MutT protein,mutator protein,"DNA replication, recombination, and repair",0.0870019496294037,0.30327017517998933,0.18727634194831014,0.3721889055472264,AR,AR
Synpcc7942_2376,all3542,,-,hypothetical protein,unknown protein,Hypothetical,0.15674418705141102,0.40212085245348045,0.7176938369781312,0.6712893553223388,a,AR
Synpcc7942_1535,alr1525,rbcX,rbcX,possible Rubisco chaperonin,possible Rubisco chaperonin,Hypothetical,0.14265307795219992,0.3951558304284539,0.6393638170974155,0.6532983508245878,AR,AR
Synpcc7942_0217,alr3258,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13520233159875106,0.3660223677549888,0.5912524850894633,0.5747751124437781,a,AR
Synpcc7942_1660,all4633,,-,potassium channel protein,probable ion transporter,Transport and binding proteins,0.12406631786984895,0.3051920729377008,0.500596421471173,0.37987256371814093,AR,AR
Synpcc7942_1949,alr3388,,-,hypothetical protein,hypothetical protein,Hypothetical,0.42506257490155736,0.29166741412358915,0.9650099403578529,0.32814842578710646,b,AR
Synpcc7942_0304,alr2814,,-,hypothetical protein,hypothetical protein,Hypothetical,0.9346026448221051,0.24547418657958167,0.9968190854870775,0.17166416791604197,b,AR
Synpcc7942_2412,all4387,"phb, hflC",-,"erthyrocyte band 7 integral membrane protein, protein 7.2B, stomatin",hypothetical protein,Hypothetical,0.21534729462489421,0.24416429661862168,0.8759443339960239,0.16810344827586207,a,AR
Synpcc7942_0551,alr3330,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09548191010143327,1.022650871473446,0.25208747514910534,0.9857571214392804,AR,AR
Synpcc7942_1613,alr3411,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11085659118597865,0.3481936992947065,0.384493041749503,0.5226761619190404,a,AR
Synpcc7942_0334,all0007,atpF,atpF,"ATP synthase B chain, H+-transporting two-sector ATPase chain b",ATP synthase subunit b,Photosynthesis and respiration,0.10624995926606622,0.34475893761887333,0.347117296222664,0.5123688155922039,a,AR
Synpcc7942_1058,asr1344,ycf40,-,hypothetical protein (YCF40),hypothetical protein,Hypothetical,0.13332819245724986,0.27645608189810017,0.579324055666004,0.27773613193403296,a,AR
Synpcc7942_0325,asr0023,apcC,apcC,"phycobilisome small core linker polypeptide Lc, allophycocyanin-associated","phycobilisome small core linker polypeptide Lc, allophycocyanin-associated",Photosynthesis and respiration,0.06258417758402264,0.42674831071808195,0.048111332007952284,0.7314467766116941,AR,a
Synpcc7942_1483,all2466,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1081431299099661,0.32161134260052,0.36182902584493043,0.440592203898051,a,AR
Synpcc7942_2185,alr0725,,-,hypothetical protein,hypothetical protein,Hypothetical,0.5986194101349597,0.46660611606992564,0.9836978131212724,0.8105322338830585,b,AR
Synpcc7942_1000,alr0276,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16273491672155055,0.48029348321485693,0.7475149105367793,0.8311469265367316,AR,AR
Synpcc7942_0897,asr3457,minE,minE,septum site-determining protein,septum site-determining protein,Cellular processes,0.11687366746225585,0.1535541830009947,0.43697813121272366,0.004122938530734633,AR,AR
Synpcc7942_1485,asl1664,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12784466914895387,0.3424282994911094,0.5399602385685884,0.5056221889055472,a,AR
Synpcc7942_2289,all0747,"ccmA, kdsA",ccmA,probable carboxysome formation protein CcmA  2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase),carboxysome formation protein,Photosynthesis and respiration,0.07286425751156861,0.2642847181527311,0.09701789264413518,0.23444527736131934,AR,AR
Synpcc7942_0994,all2871,,-,hypothetical protein,unknown protein,Hypothetical,0.09907289913976136,0.30180983045845045,0.27594433399602386,0.36731634182908546,AR,AR
Synpcc7942_0468,asl4181,"ycf47, secG",-,protein-export membrane protein  preprotein translocase SecG subunit,hypothetical protein,Hypothetical,0.06112967754913256,0.48824790271167534,0.04135188866799205,0.8412668665667167,AR,AR
Synpcc7942_1283,all1638,,moaE,molybdopterin converting factor subunit 2,"molybdopterin converting factor, subunit 2","Biosynthesis of cofactors, prosthetic groups, and carriers",0.10561393084404563,0.32564825784412516,0.3407554671968191,0.4512743628185907,a,AR
Synpcc7942_1183,all1707,,-,,hypothetical protein,Hypothetical,0.04344311718628515,0.20708334829054145,0.005964214711729622,0.06671664167916042,AR,AR
Synpcc7942_1424,all0864,ccmN,ccmN,carbon dioxide concentrating mechanism protein CcmN,carbon dioxide concentrating mechanism protein CcmN,Photosynthesis and respiration,0.16358119331128523,0.4182089193769488,0.7495029821073559,0.7117691154422788,a,AR
Synpcc7942_0296,all5137,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10834620566525478,0.45829329381589556,0.36540755467196817,0.7942278860569715,AR,AR
Synpcc7942_1678,all1355,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1407977661032448,0.18244356216624857,0.6286282306163022,0.02361319340329835,AR,AR
Synpcc7942_0536,asr3342,acpP,-,acyl carrier protein,acyl carrier protein,"Fatty acid, phospholipid and sterol metabolism",0.13534606844889374,0.23783851775973286,0.5920477137176938,0.14842578710644677,a,AR
Synpcc7942_1023,asr4498,,-,hypothetical protein,unknown protein,Hypothetical,0.14157695293659772,0.3875704350677159,0.6326043737574553,0.6339955022488756,AR,AR
Synpcc7942_1987,all2971,rpaC,rpaC,hypothetical protein,hypothetical protein,Hypothetical,0.2027608359181084,0.41234749912230845,0.8560636182902585,0.6973388305847077,a,c
Synpcc7942_0850,asl3261,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15625525398519693,0.5490621547846706,0.7141153081510935,0.9016116941529235,a,AR
Synpcc7942_1675,alr1375,,-,hypothetical protein,unknown protein,Hypothetical,0.09190690213625502,0.35453233415706426,0.22584493041749504,0.5419790104947526,AR,AR
Synpcc7942_0521,all3256,,-,hypothetical protein,hypothetical protein,Hypothetical,0.203451278896686,0.28585068072593933,0.8588469184890656,0.3109070464767616,a,AR
Synpcc7942_1065,alr4604,,-,hypothetical protein,type I site-specific deoxyribonuclease chain R,"DNA replication, recombination, and repair",0.21767342503340165,0.2948788864058145,0.8783300198807157,0.3408920539730135,a,AR
Synpcc7942_0539,alr2143,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13891808103280007,0.46504943922128356,0.6155069582504971,0.8088455772113943,AR,AR
Synpcc7942_0079,all4779,ycf41,-,hypothetical protein YCF41,hypothetical protein,Hypothetical,0.09089500959184536,0.22712868213946363,0.2194831013916501,0.11319340329835083,AR,AR
Synpcc7942_0237,alr4712,,-,hypothetical protein,unknown protein,Hypothetical,0.1006043531605175,0.22347084027702172,0.2914512922465209,0.10326086956521739,AR,AR
Synpcc7942_0423,asr4588,,-,hypothetical protein,hypothetical protein,Hypothetical,0.18851083569656338,0.17044111826804137,0.827037773359841,0.01293103448275862,a,AR
Synpcc7942_0265,asr2994,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09956090450131959,0.24856980166529127,0.28151093439363817,0.1810344827586207,AR,AR
Synpcc7942_1837,all0334,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07076993361233698,0.38763786564291586,0.0874751491053678,0.6343703148425787,AR,b
Synpcc7942_0688,alr2766,,-,transcriptional regulator  ArsR type-2 family,transcriptional regulator,Regulatory functions,0.22254510529402816,0.22709160028758452,0.8834990059642147,0.11300599700149926,a,AR
Synpcc7942_1978,alr3955,trx,-,Trx (thioredoxin m),thioredoxin,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.11973582192766434,0.40840330378522405,0.45964214711729623,0.6866566716641679,a,AR
Synpcc7942_2125,alr3426,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07332707837315554,0.42292227466651827,0.09940357852882704,0.7230134932533733,AR,AR
Synpcc7942_1471,asl1840,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16530745075856507,0.3090248169952542,0.7554671968190855,0.39299100449775115,AR,AR
Synpcc7942_2554,all0770,,-,hypothetical protein,hypothetical protein,Hypothetical,0.4994220084500826,0.477045216744087,0.9733598409542743,0.8266491754122939,a,AR
Synpcc7942_0226,asl0845,,-,hypothetical protein,hypothetical protein,Hypothetical,0.0693180229473411,0.27395154398671856,0.07952286282306163,0.268928035982009,AR,AR
Synpcc7942_0687,all0937,,-,hypothetical protein,unknown protein,Hypothetical,0.27044763533046584,0.34702447577873147,0.9208747514910537,0.5196776611694153,a,AR
Synpcc7942_0796,alr2345,,-,hypothetical protein,hypothetical protein,Hypothetical,0.20058451341475325,0.6224824114188772,0.8532803180914513,0.9398425787106447,a,AR
Synpcc7942_1006,all2487,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1464641787014085,0.3241353376360992,0.6667992047713718,0.4482758620689655,a,AR
Synpcc7942_2465,asr4313,,-,hypothetical protein,hypothetical protein,Hypothetical,0.17964488393503902,0.2934212771858055,0.8019880715705765,0.3356446776611694,a,AR
Synpcc7942_1618,alr3416,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13685780100155998,0.23911079110673467,0.6031809145129224,0.1519865067466267,a,AR
Synpcc7942_1711,alr4649,,-,hypothetical protein,hypothetical protein,Hypothetical,0.06044285208683061,0.2564287237565732,0.0389662027833002,0.20689655172413793,AR,AR
Synpcc7942_1322,asr4319,psaE,psaE,photosystem I subunit IV psaE,photosystem I protein E,Photosynthesis and respiration,0.08915691053823639,0.2801356138898974,0.20238568588469186,0.2912293853073463,AR,AR
Synpcc7942_0412,alr4810,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09140548353351159,0.20237032546079867,0.2234592445328032,0.056784107946026986,AR,AR
Synpcc7942_0114,all0591,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14136590521753814,0.4523796086199637,0.6318091451292247,0.7814842578710645,a,AR
Synpcc7942_2487,asr4321,,-,hypothetical protein,hypothetical protein,Hypothetical,0.06587965766274642,0.16705077260766568,0.062027833001988074,0.009557721139430285,AR,AR
Synpcc7942_2517,alr1687,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10323146822901381,0.3917512031058017,0.3184890656063618,0.6450524737631185,AR,AR
Synpcc7942_2278,all4644,,-,hypothetical protein,hypothetical protein,Hypothetical,0.06381672666986517,0.22782839288248796,0.054075546719681906,0.1156296851574213,AR,AR
Synpcc7942_0926,alr5340,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11771100054482597,0.5165787952531615,0.44254473161033797,0.8721889055472264,a,AR
Synpcc7942_0920,asr4775,"psaK, psaK1",psaK,photosystem I reaction center subunit X,photosystem I reaction center subunit X,Photosynthesis and respiration,0.12344573921224873,0.5139312187532034,0.49502982107355864,0.8693778110944528,a,AR
Synpcc7942_2075,asr2448,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08812930257856642,0.24380221924284948,0.19483101391650098,0.1669790104947526,AR,AR
Synpcc7942_0349,all4113,,-,hypothetical protein,hypothetical protein,Hypothetical,0.06170567174780015,0.4218885971303446,0.04254473161033797,0.7194527736131934,AR,AR
Synpcc7942_0291,asl3112,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1526661196418949,0.43334686981894105,0.6966202783300198,0.7447526236881559,a,AR
Synpcc7942_1773,alr1954,,-,hypothetical protein,hypothetical protein,Hypothetical,0.0741098691195406,0.2535862769905508,0.1021868787276342,0.1969640179910045,AR,c
Synpcc7942_1836,all0333,,-,hypothetical protein,hypothetical protein,Other categories,0.10373871425355084,0.37023614657846476,0.3228628230616302,0.5856446776611695,a,a
Synpcc7942_2178,alr2746,,-,hypothetical protein,hypothetical protein,Hypothetical,0.17679000916681895,0.1727054977498926,0.7956262425447316,0.01424287856071964,a,AR
Synpcc7942_1042,all4757,,-,hypothetical protein,hypothetical protein,Hypothetical,0.3257335231031969,0.3517743582446066,0.9447316103379721,0.532608695652174,a,AR
Synpcc7942_2380,all1164,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16380482485369435,0.2816494847583484,0.7499005964214712,0.2964767616191904,a,AR
Synpcc7942_0917,asl0319,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1489665912344449,0.2791257497689249,0.6791252485089463,0.2882308845577211,a,AR
Synpcc7942_1196,asl2557,,-,hypothetical protein,hypothetical protein,Hypothetical,0.05899733585107322,0.227360057413628,0.03459244532803181,0.11413043478260869,AR,AR
Synpcc7942_0636,asr5298,secE,secE,secretory protein,secretory protein,Cellular processes,0.04421285693709858,0.37298919812546916,0.006759443339960238,0.5942653673163418,AR,b
Synpcc7942_1278,asr3427,rpl35,rpl35,50S ribosomal protein L35,50S ribosomal protein L35,Translation,0.06335535353463852,0.44960656612911304,0.05168986083499006,0.7756746626686657,AR,AR
Synpcc7942_2021,asr3830,,-,conserved hypothetical protein; conserved gene cluster,conserved hypothetical protein; conserved gene cluster,Hypothetical,0.23323838856257728,0.3729818677337576,0.8938369781312128,0.5940779610194903,a,AR
Synpcc7942_0565,all3776,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10101308757710209,0.19050812099208725,0.2962226640159046,0.0356071964017991,AR,AR
Synpcc7942_0393,alr3874,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13690388372587978,0.36877616913817873,0.6039761431411531,0.5813343328335832,a,AR
Synpcc7942_2403,asl4369,,-,hypothetical protein,hypothetical protein,Hypothetical,0.0894831124461681,0.20068843858950172,0.20556660039761432,0.05284857571214393,AR,AR
Synpcc7942_0184,alr3096,pit,-,"inorganic phosphate transporter, PiT family",phosphate permease,Transport and binding proteins,0.08222520871167363,0.4761411704283142,0.15427435387673957,0.8247751124437781,AR,AR
Synpcc7942_1302,all1122,,-,,hypothetical protein,Hypothetical,0.14655545748125615,0.3518766492673575,0.6671968190854871,0.5331709145427287,a,AR
Synpcc7942_1009,all3872,,-,,unknown protein,Hypothetical,0.1267099935739442,0.24559133957487247,0.526441351888668,0.17185157421289354,AR,AR
Synpcc7942_2568,alr2984,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10580329732756077,0.3643967099582766,0.3435387673956262,0.570839580209895,AR,AR
Synpcc7942_2147,alr0683,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10861955217736623,0.41945710797164876,0.36938369781312125,0.7136431784107946,AR,b
Synpcc7942_0225,asl0846,psbH,psbH,photosystem II PsbH protein,photosystem II protein,Photosynthesis and respiration,0.08296069536870054,0.47552710100719003,0.15864811133200796,0.8238380809595203,AR,AR
Synpcc7942_1447,all2910,icfA,-,carbonic anhydrase,carbonate dehydratase,Other categories,0.16660895440243603,0.5689059858399771,0.7614314115308151,0.9134182908545727,a,AR
Synpcc7942_0293,alr3855,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1656323767122823,0.16521637215885196,0.7582504970178926,0.008058470764617692,a,AR
Synpcc7942_0298,all0085,,-,hypothetical protein,unknown protein,Hypothetical,0.09587620509719001,0.21853608392214882,0.2560636182902585,0.09145427286356822,AR,AR
Synpcc7942_0110,all4144,,-,hypothetical protein,hypothetical protein,Hypothetical,0.23096479036620166,0.1729123360324293,0.8930417495029821,0.014430284857571215,a,AR
Synpcc7942_1921,all3282,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12325437694178919,0.37799184877296066,0.49383697813121274,0.6077586206896551,AR,AR
Synpcc7942_0244,all1272,glgP,-,glycogen phosphorylase,probable glycogen phosphorylase,Central intermediary metabolism,0.7844011067647964,0.7333317122815528,0.9932405566600397,0.9679535232383808,b,b
Synpcc7942_2257,asr0654,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13446748953885487,0.5031902413942976,0.5860834990059642,0.8583208395802099,AR,AR
Synpcc7942_0100,alr3959,,-,hypothetical protein,unknown protein,Hypothetical,0.4068034314747769,0.2768964482507892,0.9630218687872764,0.2797976011994003,a,AR
Synpcc7942_2102,asr2378,,-,NAD-reducing hydrogenase gamma,hypothetical protein,Hypothetical,0.07121588875397819,0.2396577278573674,0.09025844930417495,0.1532983508245877,AR,AR
Synpcc7942_2504,alr1917,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1437096623557586,0.2634427672408545,0.6473161033797217,0.23219640179910045,AR,AR
Synpcc7942_1774,asr1955,rps21,rps21 rps21C,30S ribosomal protein S21,30S ribosomal protein S21 paralog,Translation,0.12425571638740643,0.33152057457978706,0.5037773359840955,0.47038980509745126,AR,AR
Synpcc7942_0875,alr4264,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1384213560894948,0.396801730738748,0.6135188866799205,0.657608695652174,AR,AR
Synpcc7942_1877,alr0103,,-,transglutaminase family protein  hypothetical protein,hypothetical protein,Hypothetical,0.08708326228010578,0.2225342530081684,0.18926441351888668,0.1010119940029985,AR,AR
Synpcc7942_1866,alr1296,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1724382256170553,0.24667470978109107,0.7797216699801193,0.17541229385307347,a,AR
Synpcc7942_0456,asl0885,psbK,psbK,photosystem II PsbK protein,photosystem II protein,Photosynthesis and respiration,0.11859813529611513,0.30927914319429484,0.45089463220675946,0.39430284857571213,AR,AR
Synpcc7942_1615,alr3413,rnpA,-,ribonuclease P,ribonuclease P,Transcription,0.08289548835920581,0.21318254783128593,0.15825049701789265,0.07983508245877062,AR,AR
Synpcc7942_2118,alr1160,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13559800115138593,0.17654185836010503,0.5940357852882704,0.016679160419790104,a,AR
Synpcc7942_0548,all1239,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10793221298235635,0.22429285202436172,0.3602385685884692,0.106071964017991,a,AR
Synpcc7942_0120,alr4634,,-,hypothetical protein,probable cytosine deaminase,"DNA replication, recombination, and repair",0.09991944449636381,0.4888091120802042,0.28389662027833,0.8422038980509745,AR,AR
Synpcc7942_0312,alr1796,,-,hypothetical protein,hypothetical protein,Hypothetical,0.4097584839108129,0.47616325146686667,0.9638170974155069,0.8249625187406296,a,AR
Synpcc7942_1506,alr0821,,-,hypothetical protein,hypothetical protein,Hypothetical,0.38062514429901617,0.6514191700857144,0.9570576540755468,0.9503373313343328,a,AR
Synpcc7942_0503,all0575,,-,hypothetical protein,unknown protein,Hypothetical,0.10939305642357103,0.3608667874605449,0.3733598409542744,0.5586581709145427,AR,AR
Synpcc7942_0911,asr2387,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07877646259850238,0.8538978453447196,0.13200795228628232,0.97976011994003,AR,AR
Synpcc7942_2256,all3835,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10370493990368398,0.22053238910200226,0.3224652087475149,0.09576461769115442,AR,AR
Synpcc7942_1710,asr4648,"rpoZ, ycf61",-,RNA polymerase subunit omega (rpoZ),hypothetical protein,Hypothetical,0.084839392104633,0.28421931180861204,0.1705765407554672,0.30603448275862066,AR,AR
Synpcc7942_0477,asl2061,ycf19,-,hypothetical protein YCF19,hypothetical protein,Hypothetical,0.06861321512490454,0.20655318529823347,0.0775347912524851,0.06521739130434782,AR,AR
Synpcc7942_2520,alr0053,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16432322345306083,0.27484141157083564,0.7530815109343937,0.2719265367316342,AR,AR
