protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed,gene_symbol_7942,annotation_7942,peak_time_h_7942,corr_p_7942,amplitude_cv_7942,rhythmic_tier_7942,gene_symbol_anabaena,annotation_anabaena,peak_time_h_anabaena,corr_p_anabaena,ri_ttest_p_anabaena,amplitude_cv_anabaena,rhythmic_tier_anabaena
WP_011377747.1,WP_010997530.1,Synpcc7942_0825,alr3379,RBH,True,,hypothetical protein,19.6,0.07162,0.10505397871760422,a,-,hypothetical protein,0.0,,0.682099947242669,0.3316360590975996,AR
WP_011377547.1,WP_010999378.1,Synpcc7942_0367,alr5254,RBH,True,,"bile acid:Na+ symporter, BASS family",22.4,0.02072,0.19247141768117684,a,-,probable sodium-dependent transporter,8.0,,0.71853542018554,0.37670827601128265,AR
WP_011378254.1,WP_010995197.1,Synpcc7942_1960,all1023,RBH,True,,hypothetical protein,10.6,2e-05,0.5742656970917561,b,-,hypothetical protein,12.0,,0.110168154560134,0.2492391827820975,AR
WP_039755486.1,WP_010996859.1,Synpcc7942_0214,all2706,RBH,True,,hypothetical protein,23.6,0.01527,0.13063774289564237,a,-,hypothetical protein,16.0,,0.506344715230955,0.2151379920727607,AR
WP_011244201.1,WP_010998327.1,Synpcc7942_2206,all4188,RBH,True,rpl13,50S ribosomal protein L13,14.4,0.09762,0.11781781144596788,a,rpl13,50S ribosomal protein L13,20.0,,0.100805940891945,0.44237042236912977,c
WP_011243199.1,WP_010996477.1,Synpcc7942_0638,alr2321,RBH,True,gloA,lactoylglutathione lyase,20.0,0.05752,0.10352332297631048,a,-,lactoylglutathione lyase,4.0,,0.367034612965673,0.2264518478985536,AR
WP_011378111.1,WP_044520517.1,Synpcc7942_1608,alr0188,RBH,True,manC,mannose-1-phosphate guanylyltransferase,1.0,0.09019,0.1437503816126436,a,-,GDP-mannose pyrophosphorylase,0.0,,0.398854364139913,0.2761391063795067,AR
WP_039755617.1,WP_010994436.1,Synpcc7942_2010,all0259,RBH,True,psbV,cytochrome c550,0.2,0.00179,0.11037510585922206,a,psbV,cytochrome c550,8.0,,0.0003794162459536,0.3237676812010838,AR
WP_011244182.1,WP_010998346.1,Synpcc7942_2225,all4208,RBH,True,rpl16,50S ribosomal protein L16,15.0,0.07384,0.1014026497405998,a,rpl16,50S ribosomal protein L16,20.0,,0.424517282500257,0.6390453594253781,c
WP_011243864.1,WP_010994938.1,Synpcc7942_2556,alr0764,RBH,True,hoxY,NAD-reducing hydrogenase HoxS delta subunit,10.4,0.00026,0.719658662116538,b,hoxY,hydrogenase small subunit,12.0,,0.677323009486846,0.2827754593918628,AR
WP_173282566.1,WP_010997226.1,Synpcc7942_0209,all3075,RBH,True,,hypothetical protein,22.2,0.00705,0.1369174584245271,a,-,hypothetical protein,8.0,,0.263894107871246,0.24148463896922998,AR
WP_011243304.1,WP_010995771.1,Synpcc7942_0529,alr1602,RBH,True,"nagB, devB",6-phosphogluconolactonase,11.6,0.02282,0.18691339818235653,a,devB,glucose-6-P-dehydrogenase,16.0,,0.08176779527091,0.2745490641166094,AR
WP_011242343.1,WP_010997977.1,Synpcc7942_1573,all3836,RBH,True,,3-oxoacyl-[acyl-carrier protein] reductase,10.4,0.00031,0.632063317576841,b,-,glucose 1-dehydrogenase,0.0,,0.319900077969387,0.18541998551957653,AR
WP_011378461.1,WP_010995989.1,Synpcc7942_2432,alr1821,RBH,True,,hypothetical protein,11.4,0.01487,0.21648137391337552,a,-,hypothetical protein,20.0,,0.915835776828873,0.3594781245741352,AR
WP_011378425.1,WP_010994269.1,Synpcc7942_2360,alr0092,RBH,True,amiA,N-acetylmuramoyl-L-alanine amidase,21.4,0.00149,0.12882610247902018,a,-,N-acetylmuramoyl-L-alanine amidase,0.0,,0.970648215979562,0.2790705660567981,AR
WP_011377908.1,WP_010994283.1,Synpcc7942_1191,alr0106,RBH,True,,guanylate kinase,21.2,0.00977,0.12120578766135431,a,-,guanylate kinase,4.0,,0.176865335182126,0.1429669626538865,AR
WP_011377881.1,WP_010997879.1,Synpcc7942_1141,alr3738,RBH,True,,hypothetical protein,7.8,0.02561,0.17003955002326332,a,-,hypothetical protein,16.0,,0.0089652304293678,0.318872170752739,AR
WP_011243437.1,WP_010995283.1,Synpcc7942_0390,all1110,RBH,True,chrA,chromate transport protein,11.0,0.02641,0.27452421798229226,a,-,chromate transport protein,0.0,,0.694360444969412,0.39004764118471874,AR
WP_011244188.1,WP_010998340.1,Synpcc7942_2219,all4202,RBH,True,rps8,30S ribosomal protein S8,14.6,0.09919,0.12676216462247028,a,rps8,30S ribosomal protein S8,20.0,,0.0875735384648014,0.5397762416510326,AR
WP_011242958.1,WP_010995416.1,Synpcc7942_0894,alr1244,RBH,True,aroK,shikimate kinase,23.2,0.09753,0.13244007393432847,a,-,shikimate kinase,20.0,,0.190616426444084,0.29993884360453665,AR
WP_011244346.1,WP_010994668.1,Synpcc7942_2057,all0492,RBH,True,,hypothetical protein,23.0,0.02623,0.1487381377331717,a,-,hypothetical protein,16.0,,0.979899780217173,0.24970587769209465,AR
WP_011377793.1,WP_010996428.1,Synpcc7942_0930,alr2271,RBH,True,fabA,(3R)-hydroxymyristol acyl carrier protein dehydrase,22.4,0.02247,0.11059049981672478,a,-,(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,20.0,,0.419168440144819,0.32015439801178264,c
WP_011244469.1,WP_010995487.1,Synpcc7942_1935,alr1315,RBH,True,"pilD, hofD, hopD",type 4 prepilin-like proteins leader peptide processing enzyme,3.8,0.04801,0.16552053248256912,a,"pilD, hofD, hopD",prepilin peptidase / N-methyltransferase,0.0,,0.827461665127748,0.29317411177809133,AR
WP_011243429.1,WP_010996902.1,Synpcc7942_0398,alr2749,RBH,True,,hypothetical protein,21.4,0.02517,0.11633350359293737,a,-,hypothetical protein,0.0,,0.566581849642026,0.4493369643954278,AR
WP_011243410.1,WP_010996035.1,Synpcc7942_0418,all1871,RBH,True,,hypothetical protein,5.0,0.06423,0.10501742219761816,a,-,hypothetical protein,12.0,,0.299223419384579,0.576169022789415,c
WP_011243748.1,WP_010995789.1,Synpcc7942_0067,alr1620,RBH,True,,ABC-2 type transport system permease protein,0.4,0.08725,0.1147950361061617,a,-,permease protein of ABC transporter,16.0,,0.991904355753567,0.19925379527917092,AR
WP_011244299.1,WP_010995463.1,Synpcc7942_2104,all1291,RBH,True,cynS,cyanate lyase,0.6,0.09491,0.2551629465024934,a,cynS,cyanate lyase,8.0,,0.0285348386742961,0.2773561061189256,AR
WP_011244202.1,WP_010998326.1,Synpcc7942_2205,all4187,RBH,True,rps9,30S ribosomal protein S9,14.2,0.09609,0.10098156700399995,a,rps9,30S ribosomal protein S9,0.0,,0.000811463885023,0.4043073133139246,AR
WP_011243868.1,WP_010994875.1,Synpcc7942_2552,alr0700,RBH,True,hypB,hydrogenase isoenzymes formation protein HypB,11.0,0.00138,0.3932651148793825,a,hupB,hydrogenase expression/formation protein,12.0,,0.0036011616247146,0.2988289067702173,AR
WP_011243365.1,WP_010995704.1,Synpcc7942_0465,alr1535,RBH,True,,hypothetical protein,23.4,0.00147,0.19561914703627006,a,-,hypothetical protein,20.0,,0.953530771237363,0.560231658193092,AR
WP_011378462.1,WP_010998756.1,Synpcc7942_2433,alr4625,RBH,True,,hypothetical protein,11.2,0.01324,0.23858290880480665,a,-,hypothetical protein,0.0,,0.0165910507354502,0.18182907912911547,AR
WP_011244019.1,WP_010997253.1,Synpcc7942_2396,alr3102,RBH,True,,hypothetical protein,22.0,0.01661,0.11498509740849507,a,-,hypothetical protein,20.0,,0.387412229613667,0.2719122487796857,AR
WP_011244096.1,WP_010999164.1,Synpcc7942_2316,all5038,RBH,True,atpE,ATP synthase epsilon subunit,21.4,0.03634,0.16019328227727572,a,atpE,ATP synthase epsilon subunit,0.0,,0.583294652391584,0.3773182379049178,AR
WP_011243943.1,WP_010995928.1,Synpcc7942_2471,all1760,RBH,True,nusB,N utilization substance protein B  transcription antiterminator NusB,19.8,0.01034,0.15190288861114612,a,nusB,transcription termination factor,20.0,,0.229564385917729,0.24174708995846428,AR
WP_011244225.1,WP_010996531.1,Synpcc7942_2180,all2375,RBH,True,,bacterioferritin comigratory protein,18.8,0.06663,0.10051941974814425,a,-,similar to bacterioferritin comigratory protein,8.0,,0.0003048173379628,0.28634101716573507,AR
WP_011378401.1,WP_010994571.1,Synpcc7942_2310,all0395,RBH,True,,"hypothetical protein, L-2-diaminobutyrate decarboxylase",20.2,0.08534,0.1429745927915765,a,-,"L-2,4-diaminobutyrate decarboxylase",12.0,,0.30864121936074,0.3748033571378841,AR
WP_011377628.1,WP_010997082.1,Synpcc7942_0572,all2931,RBH,True,,hypothetical protein,9.4,0.01271,0.1770286107419354,a,-,hypothetical protein,0.0,,0.256441045427231,0.6252644374192019,AR
WP_173282515.1,WP_010995453.1,Synpcc7942_1110,all1281,RBH,True,,"two-component response regulator, CheY subfamily",10.2,0.00166,0.22920489441737418,a,-,two-component response regulator,16.0,,0.288103392172437,0.3775345002096996,AR
WP_011243402.1,WP_010999290.1,Synpcc7942_0426,all5166,RBH,True,,hypothetical protein,22.4,0.00842,0.19045813583688384,a,-,hypothetical protein,16.0,,0.529033840273207,0.2476394804753416,AR
WP_011377502.1,WP_231865484.1,Synpcc7942_0229,all4367,RBH,True,,hypothetical protein,22.4,0.08752,0.19993572658191824,a,-,unknown protein,20.0,,0.355272287166335,0.28763148235380803,AR
WP_011243052.1,WP_010996454.1,Synpcc7942_0798,all2297,RBH,True,ruvC,holliday junction resolvase RuvC,11.4,0.06152,0.20544265976269382,a,ruvC,holliday junction resolvase,12.0,,0.623020551237276,0.3222367603130232,AR
WP_011243463.1,WP_010997000.1,Synpcc7942_0362,all2849,RBH,True,,hypothetical protein,0.20000000000000284,0.00261,0.10220198076584595,a,-,hypothetical protein,8.0,,0.578117076185839,0.29278592379014545,AR
WP_155814000.1,WP_044522385.1,Synpcc7942_2535,all4896,RBH,True,,hypothetical protein,10.0,0.00189,0.25746320186764493,a,-,hypothetical protein,0.0,,0.785048809377949,0.3497939336812586,AR
WP_011242973.1,WP_010998470.1,Synpcc7942_0879,alr4332,RBH,True,rhnB,ribonuclease HII,12.8,0.01041,0.2533389478606629,a,-,ribonuclease HII,0.0,,0.0623198367797105,0.24156090341263062,AR
WP_011377751.1,WP_010998802.1,Synpcc7942_0831,all4671,RBH,True,,hypothetical protein,23.2,0.03343,0.14629132666729014,a,-,hypothetical protein,0.0,,0.695027094768325,0.36593264106865847,AR
WP_011242400.1,WP_010995324.1,Synpcc7942_1628,all1151,RBH,True,,hypothetical protein,21.8,0.00737,0.21009475823290266,a,-,hypothetical protein,8.0,,0.535926968772885,0.3918651064584349,AR
WP_190528538.1,WP_010997302.1,Synpcc7942_1671,all3151,RBH,True,kdpC,potassium-transporting ATPase C chain,10.4,0.00029,0.5071791413687029,b,-,potassium-transporting ATPase C chain,12.0,,0.510030153949563,0.385446896053865,AR
WP_011244180.1,WP_010998348.1,Synpcc7942_2227,all4210,RBH,True,rpl22,50S ribosomal protein L22,15.0,0.04462,0.12997625416030664,a,rpl22,50S ribosomal protein L22,20.0,,0.648071596844739,0.4849911813660752,AR
WP_011243183.1,WP_010998217.1,Synpcc7942_0657,alr4077,RBH,True,,hypothetical protein,23.6,4e-05,0.16380604821428174,a,-,hypothetical protein,4.0,0.007,0.309928972496931,0.4765055079927578,a
WP_011243547.1,WP_010994925.1,Synpcc7942_0278,alr0751,RBH,True,hoxE,NADH dehydrogenase I chain E,10.6,0.00155,0.5852673268754719,a,hoxE,NADH dehydrogenase I chain E,0.0,,0.908518077751227,0.36397251913120177,AR
WP_011242767.1,WP_010996922.1,Synpcc7942_1094,alr2769,RBH,True,,similar to transcriptional activator TenA,11.6,0.01996,0.26242365154119557,a,-,transcriptional regulator,4.0,,0.394791752133385,0.4037046415257781,AR
WP_011378261.1,WP_010997549.1,Synpcc7942_1974,alr3399,RBH,True,,hypothetical protein,2.2,0.09333,0.1219589274625093,a,-,hypothetical protein,16.0,,0.176047635105512,0.30020038877684696,AR
WP_011378077.1,WP_010994881.1,Synpcc7942_1548,all0706,RBH,True,,probable amidase,0.0,0.00188,0.2603938448540442,a,-,probable amidase,0.0,,0.173763924498441,0.4222677912333719,AR
WP_011242386.1,WP_010997564.1,Synpcc7942_1616,alr3414,RBH,True,,hypothetical protein,23.2,0.00181,0.16014523094067376,a,-,hypothetical protein,8.0,,0.160336350674278,0.29876553847081183,AR
WP_011378201.1,WP_010996397.1,Synpcc7942_1811,all2239,RBH,True,,hypothetical protein,3.2,0.02919,0.18605597083348652,a,-,two-component hybrid sensor and regulator,0.0,,0.797389242751538,0.5962606552161206,AR
WP_011244382.1,WP_010997969.1,Synpcc7942_2023,alr3828,RBH,True,,conserved hypothetical protein; conserved gene cluster,12.4,0.04952,0.1912960592966242,a,-,conserved hypothetical protein; conserved gene cluster,20.0,,0.599148266426078,0.3735050359216919,c
WP_011242996.1,WP_010996322.1,Synpcc7942_0856,all2164,RBH,True,,two-component response regulator CheY subfamily,0.0,0.0006,0.4019740123141787,b,-,"two-component system, regulatory protein",0.0,,0.439615511866282,0.49299429786939575,AR
WP_155813878.1,WP_010996684.1,Synpcc7942_0768,all2528,RBH,True,,hypothetical protein,9.8,0.00565,0.306858891886722,a,-,unknown protein,20.0,,0.0288813198874173,0.9825374698356782,AR
WP_011244472.1,WP_044522166.1,Synpcc7942_1932,alr4373,RBH,True,,hypothetical protein,22.0,0.01166,0.1866688163538112,a,-,hypothetical protein,12.0,,0.113193405038436,0.19945569061257426,AR
WP_011378513.1,WP_010996869.1,Synpcc7942_2539,all2716,RBH,True,,hypothetical protein  thioredoxin like,21.6,0.00719,0.1447090309752404,a,-,hypothetical protein,20.0,,0.443183975220808,0.29872313349010143,AR
WP_011244788.1,WP_010994687.1,Synpcc7942_1492,alr0511,RBH,True,,hypothetical protein,23.0,0.05835,0.1243929442073132,a,-,hypothetical protein,0.0,,0.809245097295406,0.27630837798693875,AR
WP_011243023.1,WP_010998408.1,Synpcc7942_0828,alr4270,RBH,True,,hypothetical protein,11.8,0.01406,0.22057108180053356,a,-,hypothetical protein,12.0,,0.80780168581856,0.320765254370521,AR
WP_011242647.1,WP_010997036.1,Synpcc7942_1217,alr2885,RBH,True,KaiB,circadian clock protein KaiB,11.2,0.0,0.5710727242530804,b,kaiB,circadian oscillation regulator,20.0,0.046,0.0175558176693055,0.2753116765649041,b
WP_011243539.1,WP_010994494.1,Synpcc7942_0285,alr0318,RBH,True,ccmK4,carbon dioxide concentrating mechanism protein CcmK,21.8,0.04034,0.16920474342706382,a,ccmK4,carbon dioxide concentrating mechanism protein CcmK,8.0,,0.0017204428737551,0.30969563917290277,AR
WP_231621301.1,WP_010995555.1,Synpcc7942_1407,alr1383,RBH,True,"futB, hitB",iron(III) ABC transporter permease protein,0.4,0.05516,0.16171839051461978,a,-,permease protein of iron(III) ABC transporter,0.0,,0.80362805367008,0.45929726061078147,AR
WP_011244130.1,WP_010995868.1,Synpcc7942_2280,all1699,RBH,True,,hypothetical protein,21.6,0.00012,0.18993872206894707,a,-,hypothetical protein,4.0,,0.427109895810931,0.3278042073796518,AR
WP_011378363.1,WP_010997888.1,Synpcc7942_2200,all3747,RBH,True,,hypothetical protein,10.6,0.00068,0.26786411855657194,b,-,hypothetical protein,20.0,,0.61415450992144,0.26921000651848886,AR
WP_011377441.1,WP_010994735.1,Synpcc7942_0102,alr0559,RBH,True,,hypothetical protein,10.2,0.01007,0.1623752681986235,a,-,hypothetical protein,16.0,,0.268748341376091,0.46270336058918093,AR
WP_011377488.1,WP_010996883.1,Synpcc7942_0199,alr2730,RBH,True,,hypothetical protein,10.6,0.0004,0.44991400941476384,b,-,hypothetical protein,0.0,,0.0005407779790928,0.2846456791833547,AR
WP_011244699.1,WP_010997679.1,Synpcc7942_1701,alr3529,RBH,True,,hypothetical protein,11.6,0.00369,0.19657135515347526,a,-,hypothetical protein,12.0,,0.150527624193877,0.45478140036690307,AR
WP_011378044.1,WP_010998685.1,Synpcc7942_1467,alr4553,RBH,True,,hypothetical protein,11.2,0.02371,0.12738720877113488,a,-,similar to heat shock protein DnaJ,0.0,,0.369695189603309,0.1798487598314484,AR
WP_011378147.1,WP_010995345.1,Synpcc7942_1696,all1172,RBH,True,,hypothetical protein,11.4,0.05224,0.27543966159017796,a,-,hypothetical protein,16.0,,0.809395185228258,0.4448303574914512,AR
WP_011378340.1,WP_044521920.1,Synpcc7942_2151,alr3757,RBH,True,,UDP-glucose-beta-D-glucan glucosyltransferase  cellulose synthase catalytic subunit,7.6,0.0086,0.280731463303899,a,-,cellulose synthase catalytic subunit,0.0,,0.135431893753561,0.5877818290950925,AR
WP_011378359.1,WP_010995291.1,Synpcc7942_2195,all1118,RBH,True,cya2,guanylyl cyclase,10.0,0.0027,0.21124804069736067,a,cyaA,adenylate cyclase,20.0,,0.989653070769545,0.4262356141718098,AR
WP_196794059.1,WP_010998311.1,Synpcc7942_0993,alr4172,RBH,True,,hypothetical protein,23.4,0.09479,0.10236024344106857,a,-,hypothetical protein,4.0,,0.728932144842824,0.29450061931909416,AR
WP_011243490.1,WP_010994183.1,Synpcc7942_0335,all0006,RBH,True,atpD,ATP synthase delta chain of F1,22.2,0.00901,0.11790561933868855,a,atpD,ATP synthase delta chain of F1,4.0,,0.292389367307579,0.27786899270489435,AR
WP_011243173.1,WP_010997370.1,Synpcc7942_0667,alr3219,RBH,True,,hypothetical protein,0.0,0.02263,0.10415404534472072,a,-,hypothetical protein,12.0,,0.0010971139076614,0.6179173555399,AR
WP_011243856.1,WP_010999183.1,Synpcc7942_2564,all5057,RBH,True,accB,biotin carboxyl carrier protein of acetyl-CoA carboxylase,21.2,0.00602,0.1271041933458985,a,accB,biotin carboxyl carrier protein,0.0,,0.0141987292435562,0.2956451345580439,AR
WP_011377845.1,WP_010994709.1,Synpcc7942_1055,alr0533,RBH,True,cpcF,"phycocyanin alpha subunit phycocyanobilin lyase, CpcF subunit",2.4,0.01375,0.1271029678526328,a,cpcF,"phycocyanin alpha subunit phycocyanobilin lyase, CpcF subunit",8.0,0.009,0.0024952394871237,0.5949211019820585,a
WP_011242443.1,WP_010995695.1,Synpcc7942_1427,alr1526,RBH,True,rbcS,"ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",22.2,0.00284,0.12764683279494243,a,rbcS,"ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",4.0,,0.0523529995046372,0.23699202023135663,AR
WP_011243288.1,WP_010998185.1,Synpcc7942_0545,alr4045,RBH,True,,hypothetical protein,1.0,0.0697,0.11993442575774423,a,-,hypothetical protein,12.0,,0.624768352585437,0.28530026820625326,AR
WP_011244574.1,WP_010996030.1,Synpcc7942_1830,all1866,RBH,True,trxA,thioredoxin,8.8,0.00723,0.1739595622267039,a,-,thioredoxin,12.0,,0.151911627480492,0.3482804657455784,AR
WP_011242819.1,WP_010998136.1,Synpcc7942_1040,alr3996,RBH,True,,hypothetical protein,11.8,0.00517,0.43672206376024375,a,-,hypothetical protein,20.0,,0.852517377231281,0.27081409783364624,AR
WP_011377600.1,WP_010996349.1,Synpcc7942_0493,alr2191,RBH,True,,hypothetical protein,11.0,0.00155,0.39149295598174244,a,-,hypothetical protein,12.0,,0.740754511904123,0.48216434432725147,AR
WP_011242675.1,WP_010998241.1,Synpcc7942_1188,all4101,RBH,True,,Ap-4-A phosphorylase II-like protein,21.4,0.00672,0.1661188129354557,a,-,hypothetical protein,8.0,,0.427453017337404,0.17880981443855995,AR
WP_011377679.1,WP_010998120.1,Synpcc7942_0677,alr3979,RBH,True,pex,"circadian period extender gene,  Transcription factor PadR family",11.0,0.00371,0.15157834828654065,a,pex,Pex protein,16.0,,0.180714116097522,0.22407278963756228,AR
WP_011244357.1,WP_010998739.1,Synpcc7942_2046,all4608,RBH,True,"gcsH, gcvH",glycine decarboxylase complex H-protein,10.4,0.00171,0.15195305963499045,a,-,glycine cleavage system protein H,8.0,,0.0750356177093548,0.16737053784923067,AR
WP_321167215.1,WP_010994580.1,Synpcc7942_0476,all0404,RBH,True,,hypothetical protein,11.8,0.01154,0.20731199951097906,a,-,hypothetical protein,8.0,,0.910984646480427,0.2424649678720706,AR
WP_011243492.1,WP_010994185.1,Synpcc7942_0333,all0008,RBH,True,atpG,ATP synthase subunit b',21.6,0.04532,0.10965963901161725,a,atpG,ATP synthase subunit b,20.0,,0.200667779607688,0.2852205885266311,AR
WP_011243687.1,WP_010998531.1,Synpcc7942_0129,alr4394,RBH,True,,hypothetical protein,8.8,0.06543,0.13790375718760234,a,-,hypothetical protein,20.0,,0.173161283997543,0.4830664380371958,AR
WP_011242921.1,WP_010994790.1,Synpcc7942_0933,alr0614,RBH,True,narM,Nitrate reductase-related protein,20.0,0.01745,0.11708645445110039,a,narM,Nitrate reductase-related protein,8.0,,0.805390770502636,0.5862624020667624,c
WP_011377662.1,WP_010997429.1,Synpcc7942_0647,all3278,RBH,True,,hypothetical protein,11.8,0.00347,0.5443546426467891,a,-,hypothetical protein,0.0,,0.743449655698592,0.3097517911619869,AR
WP_011243654.1,WP_010998308.1,Synpcc7942_0164,alr4169,RBH,True,,hypothetical protein,11.0,0.00728,0.1255055155595553,a,-,hypothetical protein,8.0,,0.257441314214957,0.23804537989306665,AR
WP_011377882.1,WP_010994408.1,Synpcc7942_1144,all0231,RBH,True,,hypothetical protein,23.8,0.01846,0.12247698459066117,a,-,hypothetical protein,0.0,,0.321467864042289,0.5616205549601665,AR
WP_011244490.1,WP_010998791.1,Synpcc7942_1914,alr4660,RBH,True,,hypothetical protein,10.2,0.00067,0.28948473411019854,b,-,hypothetical protein,12.0,,0.0496971194030394,0.28405204940969764,AR
WP_011243073.1,WP_010994391.1,Synpcc7942_0775,alr0214,RBH,True,,hypothetical protein,22.0,0.05677,0.14364052248251388,a,-,hypothetical protein,8.0,,0.0114032706514813,0.1858597866197756,c
WP_011242458.1,WP_044521146.1,Synpcc7942_1411,alr1961,RBH,True,,hypothetical protein,11.4,0.00442,0.3166173731125069,a,-,hypothetical protein,20.0,,0.307857545901329,0.23620056838608883,AR
WP_011244617.1,WP_010996915.1,Synpcc7942_1786,alr2762,RBH,True,ycf51,hypothetical protein YCF51,21.4,0.00218,0.12044519613797874,a,-,hypothetical protein,8.0,,0.191232790470324,0.2307065215500193,AR
WP_011242753.1,WP_010998076.1,Synpcc7942_1108,asr3935,RBH,True,,DNA binding protein HU,8.0,0.03622,0.1321092147408761,a,-,DNA binding protein HU,20.0,,0.0256482799824693,0.2265092405954409,AR
WP_011377909.1,WP_010998995.1,Synpcc7942_1192,all4869,RBH,True,,hypothetical protein,21.8,0.00108,0.13024176988668737,a,-,hypothetical protein,0.0,,0.0189881735470358,0.3795309661549706,AR
WP_011243493.1,WP_010994186.1,Synpcc7942_0332,asl0009,RBH,True,atpH,ATP synthase c chain of Fo,21.2,0.05939,0.1082383672194677,a,atpH,ATP synthase c chain of Fo,4.0,,0.415915440841917,0.6004485026332642,AR
WP_011242972.1,WP_010998471.1,Synpcc7942_0880,all4333,RBH,True,,hypothetical protein,23.0,0.08088,0.1656120138815333,a,-,hypothetical protein,20.0,,0.097147243902618,0.25804521089200716,AR
WP_011378434.1,WP_010997998.1,Synpcc7942_2377,alr3857,RBH,True,,hypothetical protein,10.0,0.02606,0.165240925682602,a,-,hypothetical protein,0.0,,0.798788024285596,0.4226685303266134,AR
WP_011377513.1,WP_010997149.1,Synpcc7942_0261,alr2998,RBH,True,rimI,ribosomal-protein-alanine acetyltransferase,20.8,0.06842,0.10510043917571724,a,-,ribosomal-protein-alanine acetyltransferase,20.0,,0.86947837489362,0.3535589078259804,AR
WP_011244203.1,WP_010998325.1,Synpcc7942_2204,asl4186,RBH,True,rpl31,50S ribosomal protein L31,14.0,0.06639,0.15059169062448735,a,rpl31,50S ribosomal protein L31,20.0,,0.0024671554877774,0.3207421833239786,c
WP_011244407.1,WP_010998162.1,Synpcc7942_1999,asl4022,RBH,True,rbp2,RRM-type RNA-binding protein,6.8,0.04705,0.10615159617203722,a,rbpD,RNA-binding protein,4.0,,0.169771076109762,0.2627788155498958,AR
WP_011242457.1,WP_010996124.1,Synpcc7942_1412,alr1960,RBH,True,,hypothetical protein,11.0,0.00756,0.26221550021988893,a,-,hypothetical protein,12.0,,0.0487026120720039,0.2613713054325907,AR
WP_011377489.1,WP_010996882.1,Synpcc7942_0200,alr2729,RBH,True,,hypothetical protein,10.4,0.00142,0.5753010406249662,a,-,hypothetical protein,12.0,,0.0005570706158908,0.5042274330574441,AR
WP_011242490.1,WP_010995804.1,Synpcc7942_1380,alr1635,RBH,True,,high affinity sulfate transporter,10.4,0.09209,0.12057759700311549,a,-,sulfate permease,0.0,,3.36413246331267e-05,0.38127211217921025,AR
WP_011377617.1,WP_010999085.1,Synpcc7942_0544,asr4959,RBH,True,,hypothetical protein,22.2,0.09025,0.1719770658974439,a,-,hypothetical protein,0.0,,0.002483626010158,0.2548681502217993,AR
WP_011243379.1,WP_010995481.1,Synpcc7942_0450,asr1309,RBH,True,nifU,putative NifU-like protein,23.8,0.01363,0.13521384319297394,a,-,NifU like protein,8.0,,0.0062233621469211,0.2792910811925714,AR
WP_231621329.1,WP_010996321.1,Synpcc7942_0857,all2163,RBH,True,,hypothetical protein,0.0,0.00018,0.3361230846724071,b,-,hypothetical protein,12.0,,0.126051874469858,0.32357036498128033,AR
WP_011244144.1,WP_010996707.1,Synpcc7942_2264,asl2551,RBH,True,,transcriptional regulator  LuxR/NarL type-1 family,8.8,0.03001,0.10064975435714897,a,-,transcriptional regulator,4.0,,0.0481662616064077,0.19068152595278848,AR
WP_011242448.1,WP_010995040.1,Synpcc7942_1422,all0866,RBH,True,ccmL,"carbon dioxide concentrating mechanism protein CcmL, putative carboxysome assembly protein",21.4,0.06556,0.16317868167848468,a,ccmL,carbon dioxide concentrating mechanism protein CcmL,4.0,,0.000560633850446,0.5610821210133525,AR
WP_011378447.1,WP_010997077.1,Synpcc7942_2404,alr2926,RBH,True,,hypothetical protein,11.8,0.02397,0.3181880177162296,a,-,hypothetical protein,0.0,,0.622043995381748,0.4100502841980935,AR
WP_011242990.1,WP_010998797.1,Synpcc7942_0862,all4666,RBH,True,,hypothetical protein,11.8,0.00193,0.3699951768560035,a,-,hypothetical protein,0.0,,0.141354638174781,0.3646585216289701,AR
WP_011377864.1,WP_010994902.1,Synpcc7942_1103,all0727,RBH,True,,glucosamine-6-phosphate isomerase 2,22.4,0.04082,0.12433409164303777,a,-,glucosamine-6-P isomerase,0.0,,0.983510533265114,0.5113716035445711,AR
WP_039755524.1,WP_010996587.1,Synpcc7942_2578,alr2431,RBH,True,,hypothetical protein,11.8,0.02888,0.13202728375744807,a,-,hypothetical protein,0.0,,0.581783729573253,0.19903374697495832,AR
WP_011242961.1,WP_044522154.1,Synpcc7942_0891,alr4308,RBH,True,,hypothetical protein,10.6,0.00227,0.35470402610204704,a,-,hypothetical protein,16.0,,0.0838095902405528,0.6801067631827816,AR
WP_011378049.1,WP_010995537.1,Synpcc7942_1478,all1365,RBH,True,cytM,cytochrome cM,19.6,0.07759,0.12212318342552518,a,cytM,cytochrome,4.0,,0.158291510045216,1.1418594195159466,AR
WP_011244497.1,WP_010997448.1,Synpcc7942_1908,alr3297,RBH,True,,hypothetical protein,22.2,0.00471,0.17526180584041753,a,-,hypothetical protein,20.0,,0.203381300278929,0.21480896404056996,AR
WP_011243769.1,WP_010997662.1,Synpcc7942_0040,alr3512,RBH,True,folB,dihydroneopterin aldolase,10.6,0.00028,0.5833825558284319,b,-,dihydroneopterin aldolase,12.0,,0.0195725334202261,0.43374265604655554,AR
